base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,6,9
ETH,XRP,TON,ETH/XRP,XRP/TON,TON/ETH,6,16
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,10,12
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,9,12
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,12,16
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,12,14
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,5,10
ETH,USDC,BNB,ETH/USDC,USDC/BNB,BNB/ETH,12,9
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,9,16
SOL,XRP,DOGE,SOL/XRP,XRP/DOGE,DOGE/SOL,9,17
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,8,12
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,8,8
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,11,9
TRX,LINK,BNB,TRX/LINK,LINK/BNB,BNB/TRX,9,17
LINK,BNB,XRP,LINK/BNB,BNB/XRP,XRP/LINK,7,16
TON,ETH,BNB,TON/ETH,ETH/BNB,BNB/TON,8,11
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,10,14
ETH,USDC,SOL,ETH/USDC,USDC/SOL,SOL/ETH,12,16
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,5,8
USDT,BNB,DOGE,USDT/BNB,BNB/DOGE,DOGE/USDT,5,13
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,10,11
TRX,LINK,BNB,TRX/LINK,LINK/BNB,BNB/TRX,12,14
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,5,13
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,6,17
XRP,TRX,TON,XRP/TRX,TRX/TON,TON/XRP,9,15
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,9,11
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,6,12
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,5,9
SOL,ADA,LTC,SOL/ADA,ADA/LTC,LTC/SOL,8,17
XRP,LTC,LINK,XRP/LTC,LTC/LINK,LINK/XRP,11,12
ETH,SOL,TRX,ETH/SOL,SOL/TRX,TRX/ETH,12,12
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,6,15
BTC,USDT,ADA,BTC/USDT,USDT/ADA,ADA/BTC,10,16
ADA,DOGE,TRX,ADA/DOGE,DOGE/TRX,TRX/ADA,10,14
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,7,17
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,7,13
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,6,8
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,8,15
DOT,USDC,ADA,DOT/USDC,USDC/ADA,ADA/DOT,5,9
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,7,8
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,5,12
TON,ETH,USDC,TON/ETH,ETH/USDC,USDC/TON,10,15
TRX,AVAX,BTC,TRX/AVAX,AVAX/BTC,BTC/TRX,6,15
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,6,10
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,10,13
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,9,13
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,11,17
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,8,13
LTC,BTC,SOL,LTC/BTC,BTC/SOL,SOL/LTC,5,11
BNB,TRX,LTC,BNB/TRX,TRX/LTC,LTC/BNB,11,11
