base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ETH,SOL,TRX,ETH/SOL,SOL/TRX,TRX/ETH,5,12
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,5,17
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,9,17
SOL,DOGE,DOT,SOL/DOGE,DOGE/DOT,DOT/SOL,9,10
SOL,ADA,LTC,SOL/ADA,ADA/LTC,LTC/SOL,9,11
ETH,USDC,SOL,ETH/USDC,USDC/SOL,SOL/ETH,8,16
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,9,13
SOL,TRX,LINK,SOL/TRX,TRX/LINK,LINK/SOL,11,8
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,6,11
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,10,16
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,10,12
USDC,BNB,ADA,USDC/BNB,BNB/ADA,ADA/USDC,12,17
ETH,SOL,LTC,ETH/SOL,SOL/LTC,LTC/ETH,12,15
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,6,14
BTC,USDC,XRP,BTC/USDC,USDC/XRP,XRP/BTC,6,14
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,6,12
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,11,15
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,11,17
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,9,12
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,6,9
ETH,SOL,TRX,ETH/SOL,SOL/TRX,TRX/ETH,6,14
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,9,9
XRP,TON,DOT,XRP/TON,TON/DOT,DOT/XRP,11,16
TON,AVAX,LINK,TON/AVAX,AVAX/LINK,LINK/TON,8,14
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,7,16
LINK,USDC,BNB,LINK/USDC,USDC/BNB,BNB/LINK,10,8
BNB,TRX,LTC,BNB/TRX,TRX/LTC,LTC/BNB,7,15
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,9,11
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,9,9
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,8,17
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,9,15
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,12,12
TRX,LTC,TON,TRX/LTC,LTC/TON,TON/TRX,8,15
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,9,16
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,10,8
BTC,SOL,XRP,BTC/SOL,SOL/XRP,XRP/BTC,12,17
ETH,BNB,SOL,ETH/BNB,BNB/SOL,SOL/ETH,10,17
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,10,13
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,11,9
AVAX,BTC,USDC,AVAX/BTC,BTC/USDC,USDC/AVAX,12,9
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,10,17
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,7,11
XRP,ADA,DOGE,XRP/ADA,ADA/DOGE,DOGE/XRP,12,11
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,9,17
ETH,XRP,DOGE,ETH/XRP,XRP/DOGE,DOGE/ETH,8,10
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,7,10
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,10,11
LINK,USDT,USDC,LINK/USDT,USDT/USDC,USDC/LINK,10,8
USDC,ADA,AVAX,USDC/ADA,ADA/AVAX,AVAX/USDC,11,11
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,8,11
