base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,8,16
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,9,17
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,11,12
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,7,11
LINK,USDT,SOL,LINK/USDT,USDT/SOL,SOL/LINK,5,16
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,5,12
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,12,13
AVAX,USDT,BNB,AVAX/USDT,USDT/BNB,BNB/AVAX,10,16
XRP,TRX,LTC,XRP/TRX,TRX/LTC,LTC/XRP,5,17
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,12,11
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,5,16
SOL,DOGE,LTC,SOL/DOGE,DOGE/LTC,LTC/SOL,8,13
USDC,DOGE,AVAX,USDC/DOGE,DOGE/AVAX,AVAX/USDC,8,10
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,5,17
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,10,17
DOGE,LTC,DOT,DOGE/LTC,LTC/DOT,DOT/DOGE,12,12
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,8,13
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,9,13
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,10,14
SOL,TRX,LINK,SOL/TRX,TRX/LINK,LINK/SOL,6,12
SOL,TRX,LINK,SOL/TRX,TRX/LINK,LINK/SOL,6,12
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,12,13
ADA,DOGE,TRX,ADA/DOGE,DOGE/TRX,TRX/ADA,6,13
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,8,16
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,6,12
AVAX,DOT,USDC,AVAX/DOT,DOT/USDC,USDC/AVAX,10,12
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,5,15
DOT,USDC,ADA,DOT/USDC,USDC/ADA,ADA/DOT,12,8
LTC,BTC,BNB,LTC/BTC,BTC/BNB,BNB/LTC,10,17
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,10,16
BNB,SOL,TRX,BNB/SOL,SOL/TRX,TRX/BNB,12,17
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,10,17
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,8,9
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,12,12
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,6,13
BTC,USDT,USDC,BTC/USDT,USDT/USDC,USDC/BTC,11,9
LTC,TON,BTC,LTC/TON,TON/BTC,BTC/LTC,11,12
USDT,SOL,LTC,USDT/SOL,SOL/LTC,LTC/USDT,11,17
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,7,15
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,7,9
AVAX,LINK,BTC,AVAX/LINK,LINK/BTC,BTC/AVAX,10,11
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,9,17
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,9,8
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,7,9
XRP,ADA,TRX,XRP/ADA,ADA/TRX,TRX/XRP,12,9
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,5,15
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,11,9
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,11,14
USDT,USDC,ADA,USDT/USDC,USDC/ADA,ADA/USDT,7,13
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,6,8
