base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,11,15
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,10,15
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,11,12
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,9,12
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,5,9
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,11,15
SOL,DOGE,LTC,SOL/DOGE,DOGE/LTC,LTC/SOL,8,10
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,11,17
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,8,15
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,10,16
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,5,13
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,8,13
LINK,USDT,ADA,LINK/USDT,USDT/ADA,ADA/LINK,5,12
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,9,15
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,5,17
USDT,USDC,BNB,USDT/USDC,USDC/BNB,BNB/USDT,12,15
TON,BTC,SOL,TON/BTC,BTC/SOL,SOL/TON,10,14
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,9,12
USDT,SOL,DOGE,USDT/SOL,SOL/DOGE,DOGE/USDT,11,12
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,5,10
ETH,XRP,TRX,ETH/XRP,XRP/TRX,TRX/ETH,11,11
BTC,BNB,XRP,BTC/BNB,BNB/XRP,XRP/BTC,11,10
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,12,15
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,11,17
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,7,15
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,7,13
SOL,ADA,TON,SOL/ADA,ADA/TON,TON/SOL,12,8
XRP,TON,ETH,XRP/TON,TON/ETH,ETH/XRP,10,8
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,6,10
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,6,10
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,10,11
USDT,USDC,BNB,USDT/USDC,USDC/BNB,BNB/USDT,11,16
XRP,ADA,TRX,XRP/ADA,ADA/TRX,TRX/XRP,12,8
DOGE,AVAX,DOT,DOGE/AVAX,AVAX/DOT,DOT/DOGE,8,15
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,10,14
ETH,USDC,ADA,ETH/USDC,USDC/ADA,ADA/ETH,7,10
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,8,17
AVAX,BTC,BNB,AVAX/BTC,BTC/BNB,BNB/AVAX,5,17
BNB,DOGE,LTC,BNB/DOGE,DOGE/LTC,LTC/BNB,7,11
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,10,10
DOT,USDC,SOL,DOT/USDC,USDC/SOL,SOL/DOT,9,13
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,5,8
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,5,16
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,7,17
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,5,8
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,7,11
ADA,DOGE,DOT,ADA/DOGE,DOGE/DOT,DOT/ADA,8,9
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,7,9
TON,LINK,USDC,TON/LINK,LINK/USDC,USDC/TON,9,10
AVAX,LINK,USDC,AVAX/LINK,LINK/USDC,USDC/AVAX,10,9
