base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,7,17
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,6,15
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,8,17
SOL,TRX,LTC,SOL/TRX,TRX/LTC,LTC/SOL,6,14
USDT,USDC,DOGE,USDT/USDC,USDC/DOGE,DOGE/USDT,6,17
AVAX,USDT,BNB,AVAX/USDT,USDT/BNB,BNB/AVAX,11,16
DOGE,AVAX,USDT,DOGE/AVAX,AVAX/USDT,USDT/DOGE,11,13
USDC,DOGE,DOT,USDC/DOGE,DOGE/DOT,DOT/USDC,12,11
LTC,TON,LINK,LTC/TON,TON/LINK,LINK/LTC,7,12
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,8,12
USDT,USDC,BNB,USDT/USDC,USDC/BNB,BNB/USDT,5,14
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,5,11
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,9,11
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,6,13
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,11,14
USDT,USDC,ADA,USDT/USDC,USDC/ADA,ADA/USDT,7,8
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,9,16
BNB,SOL,XRP,BNB/SOL,SOL/XRP,XRP/BNB,10,11
DOGE,AVAX,DOT,DOGE/AVAX,AVAX/DOT,DOT/DOGE,12,16
ETH,XRP,ADA,ETH/XRP,XRP/ADA,ADA/ETH,6,8
DOGE,DOT,LINK,DOGE/DOT,DOT/LINK,LINK/DOGE,6,10
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,7,12
LINK,BNB,SOL,LINK/BNB,BNB/SOL,SOL/LINK,11,11
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,6,14
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,5,10
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,8,9
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,5,15
LINK,BNB,XRP,LINK/BNB,BNB/XRP,XRP/LINK,10,11
DOT,USDT,ADA,DOT/USDT,USDT/ADA,ADA/DOT,9,11
USDC,DOGE,DOT,USDC/DOGE,DOGE/DOT,DOT/USDC,11,13
BNB,TRX,LTC,BNB/TRX,TRX/LTC,LTC/BNB,11,11
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,6,16
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,9,13
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,5,12
LTC,BTC,USDT,LTC/BTC,BTC/USDT,USDT/LTC,6,8
AVAX,LINK,BTC,AVAX/LINK,LINK/BTC,BTC/AVAX,5,14
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,7,17
TON,LINK,USDC,TON/LINK,LINK/USDC,USDC/TON,8,14
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,12,11
BTC,USDT,ADA,BTC/USDT,USDT/ADA,ADA/BTC,10,10
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,5,15
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,6,11
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,5,11
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,8,12
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,7,17
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,11,9
ADA,DOGE,TRX,ADA/DOGE,DOGE/TRX,TRX/ADA,12,9
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,9,16
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,6,13
BTC,USDC,SOL,BTC/USDC,USDC/SOL,SOL/BTC,12,17
