base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,5,12
BTC,SOL,XRP,BTC/SOL,SOL/XRP,XRP/BTC,7,10
BNB,SOL,ADA,BNB/SOL,SOL/ADA,ADA/BNB,10,9
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,5,12
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,9,13
BNB,XRP,DOGE,BNB/XRP,XRP/DOGE,DOGE/BNB,12,9
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,6,8
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,6,10
ETH,USDC,SOL,ETH/USDC,USDC/SOL,SOL/ETH,7,10
TON,ETH,SOL,TON/ETH,ETH/SOL,SOL/TON,10,11
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,9,9
TON,LINK,BTC,TON/LINK,LINK/BTC,BTC/TON,6,13
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,8,12
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,8,11
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,12,10
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,5,8
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,6,17
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,11,8
LINK,BNB,DOGE,LINK/BNB,BNB/DOGE,DOGE/LINK,12,13
DOGE,TRX,LTC,DOGE/TRX,TRX/LTC,LTC/DOGE,8,15
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,5,8
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,11,15
LINK,USDC,BNB,LINK/USDC,USDC/BNB,BNB/LINK,6,14
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,6,8
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,8,8
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,9,10
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,5,9
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,6,12
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,11,15
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,10,11
LTC,TON,LINK,LTC/TON,TON/LINK,LINK/LTC,6,15
TON,LINK,BNB,TON/LINK,LINK/BNB,BNB/TON,5,14
LINK,BNB,ADA,LINK/BNB,BNB/ADA,ADA/LINK,5,17
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,11,12
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,6,17
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,9,12
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,10,12
TON,DOT,LINK,TON/DOT,DOT/LINK,LINK/TON,10,15
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,9,9
LTC,TON,AVAX,LTC/TON,TON/AVAX,AVAX/LTC,8,10
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,10,15
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,9,9
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,10,14
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,6,17
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,11,13
TON,LINK,USDC,TON/LINK,LINK/USDC,USDC/TON,11,15
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,10,8
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,9,8
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,7,13
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,10,15
