base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,11,16
SOL,DOGE,LTC,SOL/DOGE,DOGE/LTC,LTC/SOL,11,10
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,10,15
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,7,14
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,12,11
TON,BTC,USDT,TON/BTC,BTC/USDT,USDT/TON,12,9
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,12,16
TON,AVAX,ETH,TON/AVAX,AVAX/ETH,ETH/TON,5,11
BTC,ETH,SOL,BTC/ETH,ETH/SOL,SOL/BTC,8,11
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,8,10
LTC,TON,AVAX,LTC/TON,TON/AVAX,AVAX/LTC,5,14
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,12,8
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,10,14
BNB,ADA,LTC,BNB/ADA,ADA/LTC,LTC/BNB,8,11
TRX,LINK,USDT,TRX/LINK,LINK/USDT,USDT/TRX,12,12
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,9,8
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,8,11
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,12,12
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,11,8
ADA,TRX,AVAX,ADA/TRX,TRX/AVAX,AVAX/ADA,9,13
AVAX,LINK,USDC,AVAX/LINK,LINK/USDC,USDC/AVAX,12,16
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,5,14
DOT,USDT,SOL,DOT/USDT,USDT/SOL,SOL/DOT,10,14
BNB,TRX,LINK,BNB/TRX,TRX/LINK,LINK/BNB,5,14
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,9,10
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,11,14
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,7,13
LINK,BNB,SOL,LINK/BNB,BNB/SOL,SOL/LINK,6,9
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,5,13
TRX,TON,AVAX,TRX/TON,TON/AVAX,AVAX/TRX,7,10
AVAX,DOT,LINK,AVAX/DOT,DOT/LINK,LINK/AVAX,9,12
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,8,17
BTC,USDC,DOGE,BTC/USDC,USDC/DOGE,DOGE/BTC,9,13
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,6,11
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,7,15
USDT,USDC,XRP,USDT/USDC,USDC/XRP,XRP/USDT,6,9
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,9,12
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,11,9
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,11,9
USDT,BNB,ADA,USDT/BNB,BNB/ADA,ADA/USDT,10,13
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,12,15
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,10,17
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,7,12
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,9,9
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,12,16
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,11,12
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,12,13
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,8,10
XRP,DOGE,DOT,XRP/DOGE,DOGE/DOT,DOT/XRP,11,8
LINK,BTC,SOL,LINK/BTC,BTC/SOL,SOL/LINK,5,17
