base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LINK,USDC,XRP,LINK/USDC,USDC/XRP,XRP/LINK,10,8
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,7,10
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,6,14
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,10,17
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,5,8
DOT,USDC,BNB,DOT/USDC,USDC/BNB,BNB/DOT,7,16
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,8,14
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,11,9
DOT,USDC,SOL,DOT/USDC,USDC/SOL,SOL/DOT,6,17
USDT,USDC,DOGE,USDT/USDC,USDC/DOGE,DOGE/USDT,7,15
SOL,XRP,ADA,SOL/XRP,XRP/ADA,ADA/SOL,11,15
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,6,10
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,10,17
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,9,8
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,9,11
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,9,15
XRP,ADA,LTC,XRP/ADA,ADA/LTC,LTC/XRP,5,16
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,5,13
USDT,XRP,LTC,USDT/XRP,XRP/LTC,LTC/USDT,8,15
TON,ETH,BNB,TON/ETH,ETH/BNB,BNB/TON,8,11
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,10,14
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,11,13
SOL,XRP,ADA,SOL/XRP,XRP/ADA,ADA/SOL,7,10
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,6,14
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,10,12
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,12,12
TRX,LINK,BNB,TRX/LINK,LINK/BNB,BNB/TRX,10,15
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,8,17
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,5,17
LTC,AVAX,USDT,LTC/AVAX,AVAX/USDT,USDT/LTC,7,9
ADA,LTC,TON,ADA/LTC,LTC/TON,TON/ADA,10,15
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,6,9
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,12,9
TRX,AVAX,DOT,TRX/AVAX,AVAX/DOT,DOT/TRX,12,14
DOT,USDC,BNB,DOT/USDC,USDC/BNB,BNB/DOT,6,13
LTC,BTC,ETH,LTC/BTC,BTC/ETH,ETH/LTC,9,11
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,11,11
TON,LINK,BTC,TON/LINK,LINK/BTC,BTC/TON,12,15
XRP,TON,DOT,XRP/TON,TON/DOT,DOT/XRP,7,9
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,12,16
ADA,DOGE,TON,ADA/DOGE,DOGE/TON,TON/ADA,8,15
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,11,14
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,7,11
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,11,8
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,5,11
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,11,14
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,8,13
LINK,ETH,USDC,LINK/ETH,ETH/USDC,USDC/LINK,12,10
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,5,13
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,8,17
