base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOT,USDT,SOL,DOT/USDT,USDT/SOL,SOL/DOT,11,11
BNB,XRP,DOGE,BNB/XRP,XRP/DOGE,DOGE/BNB,7,17
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,7,15
AVAX,DOT,USDC,AVAX/DOT,DOT/USDC,USDC/AVAX,11,17
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,11,15
DOT,ETH,USDT,DOT/ETH,ETH/USDT,USDT/DOT,11,13
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,7,14
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,7,17
BNB,DOGE,LTC,BNB/DOGE,DOGE/LTC,LTC/BNB,6,14
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,5,15
LINK,USDT,USDC,LINK/USDT,USDT/USDC,USDC/LINK,10,11
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,5,16
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,10,10
ADA,LTC,TON,ADA/LTC,LTC/TON,TON/ADA,10,12
DOT,USDC,ADA,DOT/USDC,USDC/ADA,ADA/DOT,5,10
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,12,17
TRX,DOT,LINK,TRX/DOT,DOT/LINK,LINK/TRX,8,10
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,9,11
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,8,12
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,5,8
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,5,16
USDT,XRP,LTC,USDT/XRP,XRP/LTC,LTC/USDT,5,8
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,9,9
XRP,ADA,LTC,XRP/ADA,ADA/LTC,LTC/XRP,11,12
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,9,13
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,5,15
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,8,12
TON,LINK,BNB,TON/LINK,LINK/BNB,BNB/TON,10,8
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,5,11
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,12,8
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,8,14
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,8,8
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,8,16
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,8,9
LINK,BNB,SOL,LINK/BNB,BNB/SOL,SOL/LINK,9,10
BNB,SOL,DOGE,BNB/SOL,SOL/DOGE,DOGE/BNB,12,15
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,6,8
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,12,16
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,5,16
USDT,XRP,LTC,USDT/XRP,XRP/LTC,LTC/USDT,9,9
ADA,TON,LINK,ADA/TON,TON/LINK,LINK/ADA,5,15
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,12,9
SOL,DOGE,DOT,SOL/DOGE,DOGE/DOT,DOT/SOL,9,8
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,9,17
DOGE,TON,AVAX,DOGE/TON,TON/AVAX,AVAX/DOGE,8,13
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,12,13
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,8,17
AVAX,USDT,BNB,AVAX/USDT,USDT/BNB,BNB/AVAX,10,8
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,8,9
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,7,13
