base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOT,USDC,XRP,DOT/USDC,USDC/XRP,XRP/DOT,8,10
TON,DOT,BTC,TON/DOT,DOT/BTC,BTC/TON,11,11
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,10,9
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,9,17
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,12,9
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,10,14
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,6,11
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,8,15
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,11,11
XRP,DOGE,TRX,XRP/DOGE,DOGE/TRX,TRX/XRP,6,15
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,7,12
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,7,14
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,9,11
ETH,USDT,BNB,ETH/USDT,USDT/BNB,BNB/ETH,6,15
LINK,ETH,USDT,LINK/ETH,ETH/USDT,USDT/LINK,8,10
SOL,LTC,AVAX,SOL/LTC,LTC/AVAX,AVAX/SOL,5,14
ETH,SOL,ADA,ETH/SOL,SOL/ADA,ADA/ETH,7,9
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,10,13
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,10,13
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,10,8
AVAX,BTC,BNB,AVAX/BTC,BTC/BNB,BNB/AVAX,10,14
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,10,15
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,12,10
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,10,12
LINK,USDT,XRP,LINK/USDT,USDT/XRP,XRP/LINK,6,16
LINK,BNB,DOGE,LINK/BNB,BNB/DOGE,DOGE/LINK,12,15
XRP,TON,ETH,XRP/TON,TON/ETH,ETH/XRP,12,12
TON,LINK,BNB,TON/LINK,LINK/BNB,BNB/TON,5,10
BNB,ADA,TON,BNB/ADA,ADA/TON,TON/BNB,8,17
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,12,9
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,9,11
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,6,15
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,7,15
DOT,USDC,XRP,DOT/USDC,USDC/XRP,XRP/DOT,10,9
BNB,TRX,LTC,BNB/TRX,TRX/LTC,LTC/BNB,12,11
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,5,17
TON,AVAX,USDT,TON/AVAX,AVAX/USDT,USDT/TON,8,14
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,5,13
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,11,14
BNB,SOL,ADA,BNB/SOL,SOL/ADA,ADA/BNB,6,12
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,12,8
DOT,ETH,XRP,DOT/ETH,ETH/XRP,XRP/DOT,9,12
USDC,XRP,DOGE,USDC/XRP,XRP/DOGE,DOGE/USDC,12,11
ETH,XRP,DOGE,ETH/XRP,XRP/DOGE,DOGE/ETH,6,17
BTC,USDC,XRP,BTC/USDC,USDC/XRP,XRP/BTC,11,15
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,10,16
XRP,TON,DOT,XRP/TON,TON/DOT,DOT/XRP,9,12
BNB,TRX,LINK,BNB/TRX,TRX/LINK,LINK/BNB,9,8
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,6,15
LINK,USDT,XRP,LINK/USDT,USDT/XRP,XRP/LINK,6,17
