base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,5,16
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,11,8
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,12,14
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,8,8
XRP,ADA,DOGE,XRP/ADA,ADA/DOGE,DOGE/XRP,10,15
ETH,USDC,BNB,ETH/USDC,USDC/BNB,BNB/ETH,10,8
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,10,14
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,10,15
BNB,DOGE,TON,BNB/DOGE,DOGE/TON,TON/BNB,11,8
LINK,BTC,SOL,LINK/BTC,BTC/SOL,SOL/LINK,5,9
ETH,SOL,ADA,ETH/SOL,SOL/ADA,ADA/ETH,10,16
DOT,USDC,BNB,DOT/USDC,USDC/BNB,BNB/DOT,11,17
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,11,16
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,6,17
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,5,14
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,8,12
TRX,AVAX,DOT,TRX/AVAX,AVAX/DOT,DOT/TRX,9,13
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,8,15
AVAX,USDT,USDC,AVAX/USDT,USDT/USDC,USDC/AVAX,10,8
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,9,17
USDT,BNB,ADA,USDT/BNB,BNB/ADA,ADA/USDT,12,9
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,5,16
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,11,11
LTC,TON,BTC,LTC/TON,TON/BTC,BTC/LTC,6,11
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,7,11
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,6,15
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,11,15
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,12,17
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,9,13
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,5,10
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,11,10
LINK,USDT,USDC,LINK/USDT,USDT/USDC,USDC/LINK,6,17
SOL,TRX,AVAX,SOL/TRX,TRX/AVAX,AVAX/SOL,9,9
ADA,TON,LINK,ADA/TON,TON/LINK,LINK/ADA,11,9
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,7,16
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,12,13
DOGE,DOT,LINK,DOGE/DOT,DOT/LINK,LINK/DOGE,12,16
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,9,16
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,5,13
TON,ETH,USDC,TON/ETH,ETH/USDC,USDC/TON,5,11
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,7,16
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,6,11
USDT,XRP,TRX,USDT/XRP,XRP/TRX,TRX/USDT,7,11
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,12,13
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,12,13
DOGE,DOT,LINK,DOGE/DOT,DOT/LINK,LINK/DOGE,5,13
LTC,TON,ETH,LTC/TON,TON/ETH,ETH/LTC,5,9
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,5,13
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,5,13
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,5,8
