base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,11,8
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,11,17
USDT,USDC,ADA,USDT/USDC,USDC/ADA,ADA/USDT,5,15
SOL,TRX,DOT,SOL/TRX,TRX/DOT,DOT/SOL,12,11
TON,AVAX,ETH,TON/AVAX,AVAX/ETH,ETH/TON,11,17
ETH,USDC,ADA,ETH/USDC,USDC/ADA,ADA/ETH,10,17
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,6,12
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,9,9
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,8,17
LINK,USDT,XRP,LINK/USDT,USDT/XRP,XRP/LINK,6,16
LINK,USDC,XRP,LINK/USDC,USDC/XRP,XRP/LINK,5,11
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,8,8
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,9,14
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,5,12
DOGE,LTC,DOT,DOGE/LTC,LTC/DOT,DOT/DOGE,6,14
TRX,TON,AVAX,TRX/TON,TON/AVAX,AVAX/TRX,10,11
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,7,12
XRP,ADA,DOGE,XRP/ADA,ADA/DOGE,DOGE/XRP,11,10
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,7,8
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,8,16
ADA,TRX,LTC,ADA/TRX,TRX/LTC,LTC/ADA,10,8
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,12,15
TRX,AVAX,DOT,TRX/AVAX,AVAX/DOT,DOT/TRX,12,12
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,7,16
BTC,BNB,XRP,BTC/BNB,BNB/XRP,XRP/BTC,6,12
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,6,14
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,6,10
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,10,13
ETH,XRP,ADA,ETH/XRP,XRP/ADA,ADA/ETH,8,11
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,11,10
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,9,14
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,12,17
DOGE,DOT,USDT,DOGE/DOT,DOT/USDT,USDT/DOGE,11,16
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,7,17
ETH,BNB,XRP,ETH/BNB,BNB/XRP,XRP/ETH,8,11
ADA,DOGE,TRX,ADA/DOGE,DOGE/TRX,TRX/ADA,11,15
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,9,11
USDC,BNB,ADA,USDC/BNB,BNB/ADA,ADA/USDC,7,9
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,9,13
DOT,USDT,ADA,DOT/USDT,USDT/ADA,ADA/DOT,12,17
LINK,BTC,SOL,LINK/BTC,BTC/SOL,SOL/LINK,11,8
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,12,12
DOGE,TON,LINK,DOGE/TON,TON/LINK,LINK/DOGE,8,13
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,9,9
AVAX,DOT,USDC,AVAX/DOT,DOT/USDC,USDC/AVAX,7,13
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,11,13
LTC,TON,BTC,LTC/TON,TON/BTC,BTC/LTC,5,16
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,11,16
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,5,11
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,5,15
