base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,11,17
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,12,10
ADA,TON,LINK,ADA/TON,TON/LINK,LINK/ADA,7,16
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,10,13
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,12,13
DOT,USDC,ADA,DOT/USDC,USDC/ADA,ADA/DOT,8,9
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,10,12
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,6,10
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,6,16
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,8,10
LINK,USDC,BNB,LINK/USDC,USDC/BNB,BNB/LINK,11,8
ETH,XRP,TRX,ETH/XRP,XRP/TRX,TRX/ETH,8,10
ETH,USDT,SOL,ETH/USDT,USDT/SOL,SOL/ETH,8,11
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,7,9
SOL,ADA,LTC,SOL/ADA,ADA/LTC,LTC/SOL,10,17
BTC,SOL,DOGE,BTC/SOL,SOL/DOGE,DOGE/BTC,10,15
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,5,14
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,9,8
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,11,11
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,6,9
BNB,SOL,DOGE,BNB/SOL,SOL/DOGE,DOGE/BNB,9,16
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,10,14
USDC,DOGE,DOT,USDC/DOGE,DOGE/DOT,DOT/USDC,11,8
DOT,USDC,SOL,DOT/USDC,USDC/SOL,SOL/DOT,10,8
LINK,USDC,XRP,LINK/USDC,USDC/XRP,XRP/LINK,5,13
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,6,14
DOGE,DOT,USDT,DOGE/DOT,DOT/USDT,USDT/DOGE,5,12
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,12,12
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,10,10
BTC,SOL,DOGE,BTC/SOL,SOL/DOGE,DOGE/BTC,7,17
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,8,10
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,6,8
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,7,13
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,9,13
LINK,BNB,DOGE,LINK/BNB,BNB/DOGE,DOGE/LINK,10,15
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,8,17
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,12,16
USDC,XRP,DOGE,USDC/XRP,XRP/DOGE,DOGE/USDC,5,12
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,8,11
DOT,USDT,ADA,DOT/USDT,USDT/ADA,ADA/DOT,8,15
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,11,8
LTC,TON,LINK,LTC/TON,TON/LINK,LINK/LTC,7,8
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,5,14
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,11,13
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,9,8
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,9,10
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,7,11
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,9,17
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,9,15
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,5,8
