base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,6,14
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,12,10
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,7,9
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,8,11
USDC,ADA,DOGE,USDC/ADA,ADA/DOGE,DOGE/USDC,6,12
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,6,17
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,10,13
BNB,TRX,LTC,BNB/TRX,TRX/LTC,LTC/BNB,10,17
TON,AVAX,DOT,TON/AVAX,AVAX/DOT,DOT/TON,5,16
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,12,17
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,7,8
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,8,13
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,7,9
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,11,11
ADA,LTC,DOT,ADA/LTC,LTC/DOT,DOT/ADA,12,16
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,8,13
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,7,12
ETH,USDC,DOGE,ETH/USDC,USDC/DOGE,DOGE/ETH,8,13
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,7,12
XRP,TON,AVAX,XRP/TON,TON/AVAX,AVAX/XRP,12,10
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,10,13
ETH,XRP,ADA,ETH/XRP,XRP/ADA,ADA/ETH,9,10
BNB,DOGE,TON,BNB/DOGE,DOGE/TON,TON/BNB,9,14
USDT,XRP,TRX,USDT/XRP,XRP/TRX,TRX/USDT,6,8
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,8,9
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,11,9
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,9,15
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,10,10
SOL,LTC,AVAX,SOL/LTC,LTC/AVAX,AVAX/SOL,9,16
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,10,10
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,7,13
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,7,11
DOGE,TON,AVAX,DOGE/TON,TON/AVAX,AVAX/DOGE,11,9
USDC,DOGE,AVAX,USDC/DOGE,DOGE/AVAX,AVAX/USDC,10,13
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,7,10
TON,LINK,USDC,TON/LINK,LINK/USDC,USDC/TON,12,13
AVAX,DOT,LINK,AVAX/DOT,DOT/LINK,LINK/AVAX,6,14
LTC,AVAX,USDT,LTC/AVAX,AVAX/USDT,USDT/LTC,9,14
XRP,TON,AVAX,XRP/TON,TON/AVAX,AVAX/XRP,10,11
LINK,ETH,USDT,LINK/ETH,ETH/USDT,USDT/LINK,12,17
TRX,DOT,LINK,TRX/DOT,DOT/LINK,LINK/TRX,12,10
TON,AVAX,LINK,TON/AVAX,AVAX/LINK,LINK/TON,9,12
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,5,15
USDT,USDC,BNB,USDT/USDC,USDC/BNB,BNB/USDT,8,15
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,10,10
XRP,ADA,LTC,XRP/ADA,ADA/LTC,LTC/XRP,6,12
SOL,XRP,DOGE,SOL/XRP,XRP/DOGE,DOGE/SOL,9,14
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,6,15
USDC,BNB,TRX,USDC/BNB,BNB/TRX,TRX/USDC,8,15
BNB,TRX,AVAX,BNB/TRX,TRX/AVAX,AVAX/BNB,5,10
