base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,10,10
LINK,BNB,DOGE,LINK/BNB,BNB/DOGE,DOGE/LINK,11,8
USDT,BNB,ADA,USDT/BNB,BNB/ADA,ADA/USDT,8,13
BTC,SOL,ADA,BTC/SOL,SOL/ADA,ADA/BTC,9,17
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,12,9
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,9,9
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,10,14
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,10,17
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,7,12
TON,AVAX,ETH,TON/AVAX,AVAX/ETH,ETH/TON,5,13
BNB,TRX,LINK,BNB/TRX,TRX/LINK,LINK/BNB,6,10
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,6,10
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,11,8
ETH,USDC,BNB,ETH/USDC,USDC/BNB,BNB/ETH,11,8
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,11,17
ETH,SOL,LTC,ETH/SOL,SOL/LTC,LTC/ETH,11,17
SOL,DOGE,DOT,SOL/DOGE,DOGE/DOT,DOT/SOL,8,11
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,7,9
ADA,TON,LINK,ADA/TON,TON/LINK,LINK/ADA,11,13
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,8,8
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,12,13
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,12,13
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,9,17
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,8,14
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,9,11
DOGE,DOT,LINK,DOGE/DOT,DOT/LINK,LINK/DOGE,9,8
XRP,TRX,TON,XRP/TRX,TRX/TON,TON/XRP,9,8
BTC,USDC,SOL,BTC/USDC,USDC/SOL,SOL/BTC,6,13
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,5,11
LTC,TON,LINK,LTC/TON,TON/LINK,LINK/LTC,7,14
AVAX,LINK,BTC,AVAX/LINK,LINK/BTC,BTC/AVAX,6,13
SOL,TRX,LINK,SOL/TRX,TRX/LINK,LINK/SOL,6,9
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,7,17
AVAX,USDT,ADA,AVAX/USDT,USDT/ADA,ADA/AVAX,10,13
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,5,8
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,8,17
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,10,16
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,6,12
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,10,16
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,11,8
LINK,ETH,USDC,LINK/ETH,ETH/USDC,USDC/LINK,12,17
ETH,XRP,LTC,ETH/XRP,XRP/LTC,LTC/ETH,6,11
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,6,12
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,11,8
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,12,16
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,11,10
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,6,13
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,12,13
TON,ETH,BNB,TON/ETH,ETH/BNB,BNB/TON,6,15
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,10,8
