base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,6,12
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,6,9
BNB,TRX,AVAX,BNB/TRX,TRX/AVAX,AVAX/BNB,6,11
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,5,16
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,6,11
SOL,ADA,TON,SOL/ADA,ADA/TON,TON/SOL,10,10
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,8,8
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,10,8
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,6,11
DOT,USDC,XRP,DOT/USDC,USDC/XRP,XRP/DOT,6,9
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,6,9
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,5,8
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,7,17
TON,LINK,BNB,TON/LINK,LINK/BNB,BNB/TON,8,16
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,12,14
DOT,ETH,XRP,DOT/ETH,ETH/XRP,XRP/DOT,11,8
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,7,13
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,12,13
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,10,15
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,10,15
LINK,USDT,BNB,LINK/USDT,USDT/BNB,BNB/LINK,7,8
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,6,15
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,9,9
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,5,17
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,8,13
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,12,16
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,7,10
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,9,9
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,11,15
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,5,12
SOL,TRX,DOT,SOL/TRX,TRX/DOT,DOT/SOL,10,16
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,10,10
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,11,11
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,12,17
SOL,DOGE,LTC,SOL/DOGE,DOGE/LTC,LTC/SOL,7,11
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,5,17
XRP,TRX,LTC,XRP/TRX,TRX/LTC,LTC/XRP,11,12
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,11,9
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,9,12
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,12,9
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,8,9
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,9,11
XRP,ADA,TRX,XRP/ADA,ADA/TRX,TRX/XRP,8,11
DOGE,TRX,TON,DOGE/TRX,TRX/TON,TON/DOGE,5,16
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,5,8
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,10,16
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,7,17
LINK,USDT,ADA,LINK/USDT,USDT/ADA,ADA/LINK,8,14
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,9,17
AVAX,LINK,USDC,AVAX/LINK,LINK/USDC,USDC/AVAX,9,17
