base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
USDC,ADA,AVAX,USDC/ADA,ADA/AVAX,AVAX/USDC,5,17
BNB,DOGE,LTC,BNB/DOGE,DOGE/LTC,LTC/BNB,8,8
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,5,10
ETH,XRP,ADA,ETH/XRP,XRP/ADA,ADA/ETH,7,8
DOGE,DOT,USDT,DOGE/DOT,DOT/USDT,USDT/DOGE,6,12
ETH,BNB,XRP,ETH/BNB,BNB/XRP,XRP/ETH,7,12
USDC,DOGE,LTC,USDC/DOGE,DOGE/LTC,LTC/USDC,9,14
ETH,USDC,ADA,ETH/USDC,USDC/ADA,ADA/ETH,5,13
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,5,16
USDT,USDC,XRP,USDT/USDC,USDC/XRP,XRP/USDT,10,10
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,5,15
SOL,TRX,DOT,SOL/TRX,TRX/DOT,DOT/SOL,12,8
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,10,12
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,12,11
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,7,8
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,9,16
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,7,10
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,8,10
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,12,11
DOT,ETH,XRP,DOT/ETH,ETH/XRP,XRP/DOT,7,9
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,11,9
AVAX,ETH,USDC,AVAX/ETH,ETH/USDC,USDC/AVAX,8,12
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,10,13
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,5,14
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,12,17
AVAX,BTC,USDC,AVAX/BTC,BTC/USDC,USDC/AVAX,9,11
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,8,15
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,10,13
TON,LINK,BTC,TON/LINK,LINK/BTC,BTC/TON,6,15
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,11,12
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,6,15
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,11,11
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,7,11
USDC,BNB,TRX,USDC/BNB,BNB/TRX,TRX/USDC,9,10
LINK,USDC,BNB,LINK/USDC,USDC/BNB,BNB/LINK,5,17
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,7,14
ETH,SOL,LTC,ETH/SOL,SOL/LTC,LTC/ETH,7,17
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,6,8
BTC,SOL,DOGE,BTC/SOL,SOL/DOGE,DOGE/BTC,5,13
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,6,13
SOL,XRP,DOGE,SOL/XRP,XRP/DOGE,DOGE/SOL,8,9
LINK,BTC,SOL,LINK/BTC,BTC/SOL,SOL/LINK,10,10
ETH,USDC,DOGE,ETH/USDC,USDC/DOGE,DOGE/ETH,8,16
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,6,12
USDC,DOGE,LTC,USDC/DOGE,DOGE/LTC,LTC/USDC,9,16
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,8,11
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,10,14
AVAX,LINK,USDT,AVAX/LINK,LINK/USDT,USDT/AVAX,10,10
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,11,15
BTC,SOL,DOGE,BTC/SOL,SOL/DOGE,DOGE/BTC,8,13
