base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,11,12
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,7,17
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,9,11
ADA,TRX,LTC,ADA/TRX,TRX/LTC,LTC/ADA,5,15
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,5,11
AVAX,USDT,USDC,AVAX/USDT,USDT/USDC,USDC/AVAX,7,11
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,8,14
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,6,13
BNB,DOGE,LTC,BNB/DOGE,DOGE/LTC,LTC/BNB,11,12
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,8,16
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,10,13
USDT,USDC,BNB,USDT/USDC,USDC/BNB,BNB/USDT,7,10
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,9,8
LINK,BNB,ADA,LINK/BNB,BNB/ADA,ADA/LINK,12,10
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,7,10
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,5,15
TON,ETH,USDC,TON/ETH,ETH/USDC,USDC/TON,7,16
LTC,TON,BTC,LTC/TON,TON/BTC,BTC/LTC,5,17
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,10,9
BNB,TRX,DOT,BNB/TRX,TRX/DOT,DOT/BNB,8,10
AVAX,BTC,USDC,AVAX/BTC,BTC/USDC,USDC/AVAX,7,17
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,10,13
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,12,8
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,7,17
TRX,TON,AVAX,TRX/TON,TON/AVAX,AVAX/TRX,5,15
BNB,XRP,LTC,BNB/XRP,XRP/LTC,LTC/BNB,9,12
TRX,AVAX,BTC,TRX/AVAX,AVAX/BTC,BTC/TRX,11,10
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,7,9
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,9,15
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,6,16
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,8,16
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,10,12
LINK,ETH,USDC,LINK/ETH,ETH/USDC,USDC/LINK,12,8
AVAX,LINK,USDC,AVAX/LINK,LINK/USDC,USDC/AVAX,5,11
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,11,9
ETH,XRP,TRX,ETH/XRP,XRP/TRX,TRX/ETH,7,9
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,12,11
DOT,USDC,BNB,DOT/USDC,USDC/BNB,BNB/DOT,11,10
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,7,8
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,6,16
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,7,14
BTC,SOL,TRX,BTC/SOL,SOL/TRX,TRX/BTC,5,8
TRX,LINK,BNB,TRX/LINK,LINK/BNB,BNB/TRX,6,11
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,8,17
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,10,9
TON,LINK,BNB,TON/LINK,LINK/BNB,BNB/TON,6,9
LTC,BTC,USDT,LTC/BTC,BTC/USDT,USDT/LTC,11,10
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,9,11
AVAX,LINK,USDT,AVAX/LINK,LINK/USDT,USDT/AVAX,7,16
USDT,BNB,ADA,USDT/BNB,BNB/ADA,ADA/USDT,10,11
