base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
BNB,ADA,DOGE,BNB/ADA,ADA/DOGE,DOGE/BNB,6,14
LTC,TON,DOT,LTC/TON,TON/DOT,DOT/LTC,9,16
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,6,17
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,9,9
TRX,LINK,USDT,TRX/LINK,LINK/USDT,USDT/TRX,6,16
BTC,USDC,SOL,BTC/USDC,USDC/SOL,SOL/BTC,5,15
LTC,TON,AVAX,LTC/TON,TON/AVAX,AVAX/LTC,7,17
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,7,8
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,6,8
LINK,BTC,USDT,LINK/BTC,BTC/USDT,USDT/LINK,7,17
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,11,15
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,10,16
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,8,8
DOGE,TRX,LTC,DOGE/TRX,TRX/LTC,LTC/DOGE,6,8
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,7,13
BTC,SOL,TRX,BTC/SOL,SOL/TRX,TRX/BTC,10,9
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,11,17
BNB,ADA,LTC,BNB/ADA,ADA/LTC,LTC/BNB,12,10
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,9,8
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,10,11
TON,DOT,USDC,TON/DOT,DOT/USDC,USDC/TON,12,13
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,9,17
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,12,17
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,10,9
LTC,TON,LINK,LTC/TON,TON/LINK,LINK/LTC,11,14
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,7,8
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,12,15
ETH,SOL,ADA,ETH/SOL,SOL/ADA,ADA/ETH,6,13
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,5,14
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,7,10
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,9,10
DOT,ETH,USDC,DOT/ETH,ETH/USDC,USDC/DOT,11,9
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,5,13
TON,LINK,BTC,TON/LINK,LINK/BTC,BTC/TON,6,12
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,12,15
ADA,LTC,TON,ADA/LTC,LTC/TON,TON/ADA,6,8
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,10,8
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,10,8
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,11,9
AVAX,DOT,USDC,AVAX/DOT,DOT/USDC,USDC/AVAX,11,13
AVAX,DOT,LINK,AVAX/DOT,DOT/LINK,LINK/AVAX,7,12
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,11,10
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,5,8
USDT,USDC,DOGE,USDT/USDC,USDC/DOGE,DOGE/USDT,6,9
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,5,11
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,10,15
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,12,11
BTC,SOL,TRX,BTC/SOL,SOL/TRX,TRX/BTC,12,14
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,9,13
DOGE,TON,LINK,DOGE/TON,TON/LINK,LINK/DOGE,11,10
