base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,9,11
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,8,16
LTC,BTC,BNB,LTC/BTC,BTC/BNB,BNB/LTC,7,16
TON,BTC,USDT,TON/BTC,BTC/USDT,USDT/TON,7,16
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,5,15
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,11,16
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,9,17
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,7,12
XRP,LTC,LINK,XRP/LTC,LTC/LINK,LINK/XRP,8,13
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,5,15
LTC,BTC,BNB,LTC/BTC,BTC/BNB,BNB/LTC,5,11
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,6,15
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,6,17
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,6,15
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,8,17
SOL,ADA,TON,SOL/ADA,ADA/TON,TON/SOL,10,15
BNB,ADA,DOGE,BNB/ADA,ADA/DOGE,DOGE/BNB,6,15
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,7,10
TON,ETH,SOL,TON/ETH,ETH/SOL,SOL/TON,11,17
XRP,ADA,TRX,XRP/ADA,ADA/TRX,TRX/XRP,10,15
SOL,TRX,LTC,SOL/TRX,TRX/LTC,LTC/SOL,8,14
AVAX,LINK,USDC,AVAX/LINK,LINK/USDC,USDC/AVAX,6,13
USDC,BNB,TRX,USDC/BNB,BNB/TRX,TRX/USDC,12,12
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,9,16
BTC,BNB,XRP,BTC/BNB,BNB/XRP,XRP/BTC,8,14
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,11,14
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,5,12
USDT,XRP,LTC,USDT/XRP,XRP/LTC,LTC/USDT,6,17
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,5,17
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,5,13
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,6,8
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,10,14
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,8,16
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,12,15
ETH,XRP,DOGE,ETH/XRP,XRP/DOGE,DOGE/ETH,12,8
BTC,SOL,TRX,BTC/SOL,SOL/TRX,TRX/BTC,7,12
ETH,BNB,SOL,ETH/BNB,BNB/SOL,SOL/ETH,5,12
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,5,12
USDT,SOL,LTC,USDT/SOL,SOL/LTC,LTC/USDT,7,8
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,9,14
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,12,15
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,8,8
USDT,SOL,DOGE,USDT/SOL,SOL/DOGE,DOGE/USDT,6,13
BTC,USDT,ADA,BTC/USDT,USDT/ADA,ADA/BTC,6,11
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,12,17
BNB,SOL,XRP,BNB/SOL,SOL/XRP,XRP/BNB,10,8
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,10,10
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,5,8
DOT,USDT,SOL,DOT/USDT,USDT/SOL,SOL/DOT,5,9
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,10,14
