base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,11,10
BNB,TRX,LINK,BNB/TRX,TRX/LINK,LINK/BNB,11,9
SOL,TRX,LTC,SOL/TRX,TRX/LTC,LTC/SOL,11,17
TON,AVAX,LINK,TON/AVAX,AVAX/LINK,LINK/TON,5,17
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,10,11
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,10,16
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,9,15
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,8,17
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,10,16
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,9,10
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,12,8
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,7,10
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,10,17
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,7,12
XRP,ADA,TRX,XRP/ADA,ADA/TRX,TRX/XRP,5,10
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,11,15
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,8,17
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,10,17
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,11,11
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,10,10
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,12,14
BTC,BNB,XRP,BTC/BNB,BNB/XRP,XRP/BTC,5,12
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,11,14
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,6,10
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,7,10
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,10,8
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,11,10
TON,LINK,USDC,TON/LINK,LINK/USDC,USDC/TON,12,15
XRP,DOGE,TRX,XRP/DOGE,DOGE/TRX,TRX/XRP,11,17
DOT,LINK,ETH,DOT/LINK,LINK/ETH,ETH/DOT,12,15
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,5,15
LINK,BTC,SOL,LINK/BTC,BTC/SOL,SOL/LINK,5,13
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,10,13
AVAX,USDT,BNB,AVAX/USDT,USDT/BNB,BNB/AVAX,11,14
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,12,14
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,5,12
AVAX,LINK,BNB,AVAX/LINK,LINK/BNB,BNB/AVAX,7,10
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,7,8
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,9,16
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,12,11
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,6,10
BTC,USDC,SOL,BTC/USDC,USDC/SOL,SOL/BTC,9,13
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,11,16
SOL,ADA,TON,SOL/ADA,ADA/TON,TON/SOL,8,14
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,10,11
BTC,ETH,SOL,BTC/ETH,ETH/SOL,SOL/BTC,6,9
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,8,15
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,7,13
XRP,ADA,DOGE,XRP/ADA,ADA/DOGE,DOGE/XRP,10,9
XRP,TON,BTC,XRP/TON,TON/BTC,BTC/XRP,9,16
