base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
USDT,SOL,LTC,USDT/SOL,SOL/LTC,LTC/USDT,5,12
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,9,17
BNB,SOL,DOGE,BNB/SOL,SOL/DOGE,DOGE/BNB,9,16
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,12,17
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,7,11
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,11,14
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,8,9
SOL,TRX,LINK,SOL/TRX,TRX/LINK,LINK/SOL,11,13
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,11,9
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,11,12
SOL,DOGE,DOT,SOL/DOGE,DOGE/DOT,DOT/SOL,11,13
USDT,USDC,DOGE,USDT/USDC,USDC/DOGE,DOGE/USDT,7,12
TRX,TON,DOT,TRX/TON,TON/DOT,DOT/TRX,8,11
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,11,8
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,11,14
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,7,8
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,5,9
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,10,10
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,8,13
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,12,8
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,8,9
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,6,12
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,11,8
DOGE,DOT,USDT,DOGE/DOT,DOT/USDT,USDT/DOGE,5,8
AVAX,DOT,LINK,AVAX/DOT,DOT/LINK,LINK/AVAX,9,12
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,10,11
USDT,USDC,ADA,USDT/USDC,USDC/ADA,ADA/USDT,8,8
DOT,LINK,ETH,DOT/LINK,LINK/ETH,ETH/DOT,10,15
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,9,11
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,7,16
LINK,BNB,ADA,LINK/BNB,BNB/ADA,ADA/LINK,5,9
LINK,BTC,SOL,LINK/BTC,BTC/SOL,SOL/LINK,9,11
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,10,15
BNB,TRX,AVAX,BNB/TRX,TRX/AVAX,AVAX/BNB,11,8
SOL,ADA,LTC,SOL/ADA,ADA/LTC,LTC/SOL,12,9
AVAX,USDT,USDC,AVAX/USDT,USDT/USDC,USDC/AVAX,10,16
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,6,12
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,11,10
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,9,9
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,11,16
LTC,LINK,USDC,LTC/LINK,LINK/USDC,USDC/LTC,8,10
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,8,13
LTC,DOT,USDT,LTC/DOT,DOT/USDT,USDT/LTC,10,9
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,12,10
AVAX,BTC,USDC,AVAX/BTC,BTC/USDC,USDC/AVAX,12,13
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,11,9
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,10,15
DOGE,DOT,USDT,DOGE/DOT,DOT/USDT,USDT/DOGE,8,14
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,5,11
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,8,12
