base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,10,17
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,9,12
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,10,14
USDC,BNB,TRX,USDC/BNB,BNB/TRX,TRX/USDC,10,9
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,12,13
AVAX,USDT,BNB,AVAX/USDT,USDT/BNB,BNB/AVAX,7,8
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,10,13
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,8,9
LINK,BNB,ADA,LINK/BNB,BNB/ADA,ADA/LINK,8,13
ADA,DOGE,TON,ADA/DOGE,DOGE/TON,TON/ADA,8,15
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,8,13
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,9,15
USDT,BNB,DOGE,USDT/BNB,BNB/DOGE,DOGE/USDT,5,11
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,12,11
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,8,16
SOL,ADA,DOGE,SOL/ADA,ADA/DOGE,DOGE/SOL,6,16
DOT,LINK,ETH,DOT/LINK,LINK/ETH,ETH/DOT,7,8
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,10,11
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,10,9
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,6,13
ETH,SOL,TRX,ETH/SOL,SOL/TRX,TRX/ETH,8,9
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,10,10
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,8,13
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,5,15
SOL,ADA,TRX,SOL/ADA,ADA/TRX,TRX/SOL,5,13
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,10,17
XRP,LTC,LINK,XRP/LTC,LTC/LINK,LINK/XRP,5,11
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,5,8
XRP,LTC,LINK,XRP/LTC,LTC/LINK,LINK/XRP,12,15
BTC,USDC,XRP,BTC/USDC,USDC/XRP,XRP/BTC,8,14
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,6,11
LTC,AVAX,USDT,LTC/AVAX,AVAX/USDT,USDT/LTC,6,12
TON,DOT,BTC,TON/DOT,DOT/BTC,BTC/TON,6,11
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,10,9
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,6,11
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,5,17
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,9,14
DOT,USDC,XRP,DOT/USDC,USDC/XRP,XRP/DOT,6,8
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,12,9
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,7,12
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,10,17
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,11,12
DOGE,LTC,DOT,DOGE/LTC,LTC/DOT,DOT/DOGE,11,15
LTC,TON,ETH,LTC/TON,TON/ETH,ETH/LTC,11,15
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,5,10
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,5,15
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,5,12
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,9,17
XRP,DOGE,TRX,XRP/DOGE,DOGE/TRX,TRX/XRP,6,16
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,10,12
