base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,6,15
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,7,14
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,10,15
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,5,11
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,9,10
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,6,14
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,8,13
SOL,LTC,AVAX,SOL/LTC,LTC/AVAX,AVAX/SOL,9,15
LINK,BNB,DOGE,LINK/BNB,BNB/DOGE,DOGE/LINK,11,9
XRP,TON,BTC,XRP/TON,TON/BTC,BTC/XRP,9,9
AVAX,USDT,ADA,AVAX/USDT,USDT/ADA,ADA/AVAX,11,8
USDC,DOGE,LTC,USDC/DOGE,DOGE/LTC,LTC/USDC,6,8
DOGE,TON,AVAX,DOGE/TON,TON/AVAX,AVAX/DOGE,9,11
AVAX,USDT,USDC,AVAX/USDT,USDT/USDC,USDC/AVAX,12,13
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,5,11
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,7,8
ETH,XRP,ADA,ETH/XRP,XRP/ADA,ADA/ETH,6,12
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,12,13
TON,BTC,USDT,TON/BTC,BTC/USDT,USDT/TON,9,13
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,7,15
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,7,9
ETH,USDC,SOL,ETH/USDC,USDC/SOL,SOL/ETH,7,17
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,7,17
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,10,13
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,9,14
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,7,15
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,6,11
TON,ETH,BNB,TON/ETH,ETH/BNB,BNB/TON,10,16
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,11,10
XRP,TON,AVAX,XRP/TON,TON/AVAX,AVAX/XRP,12,10
BTC,SOL,XRP,BTC/SOL,SOL/XRP,XRP/BTC,5,11
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,10,9
LINK,USDC,XRP,LINK/USDC,USDC/XRP,XRP/LINK,11,17
TON,ETH,BNB,TON/ETH,ETH/BNB,BNB/TON,12,13
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,8,15
TON,AVAX,USDT,TON/AVAX,AVAX/USDT,USDT/TON,5,15
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,10,10
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,12,15
BNB,SOL,ADA,BNB/SOL,SOL/ADA,ADA/BNB,12,13
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,12,17
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,7,12
LINK,ETH,USDT,LINK/ETH,ETH/USDT,USDT/LINK,12,12
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,9,15
BNB,DOGE,LTC,BNB/DOGE,DOGE/LTC,LTC/BNB,10,8
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,5,10
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,5,14
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,10,9
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,8,8
ETH,USDC,SOL,ETH/USDC,USDC/SOL,SOL/ETH,5,15
USDT,XRP,ADA,USDT/XRP,XRP/ADA,ADA/USDT,10,9
