base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
AVAX,LINK,USDC,AVAX/LINK,LINK/USDC,USDC/AVAX,9,9
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,7,11
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,8,8
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,8,17
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,11,8
XRP,DOGE,TRX,XRP/DOGE,DOGE/TRX,TRX/XRP,6,12
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,12,13
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,7,9
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,7,15
LTC,TON,ETH,LTC/TON,TON/ETH,ETH/LTC,5,17
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,7,14
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,8,16
USDC,DOGE,DOT,USDC/DOGE,DOGE/DOT,DOT/USDC,12,8
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,6,15
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,11,10
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,10,12
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,6,12
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,7,9
DOT,ETH,USDC,DOT/ETH,ETH/USDC,USDC/DOT,8,12
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,7,14
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,8,13
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,7,15
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,6,9
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,6,12
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,6,14
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,8,14
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,9,10
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,6,13
DOT,BTC,BNB,DOT/BTC,BTC/BNB,BNB/DOT,12,17
XRP,ADA,DOGE,XRP/ADA,ADA/DOGE,DOGE/XRP,12,13
BTC,ETH,USDC,BTC/ETH,ETH/USDC,USDC/BTC,8,11
USDT,USDC,XRP,USDT/USDC,USDC/XRP,XRP/USDT,5,10
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,9,12
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,8,11
XRP,DOGE,TRX,XRP/DOGE,DOGE/TRX,TRX/XRP,12,11
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,12,17
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,10,10
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,10,17
SOL,ADA,LTC,SOL/ADA,ADA/LTC,LTC/SOL,10,13
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,9,8
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,7,11
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,10,10
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,7,14
USDC,ADA,DOGE,USDC/ADA,ADA/DOGE,DOGE/USDC,10,17
TON,DOT,BTC,TON/DOT,DOT/BTC,BTC/TON,6,14
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,10,13
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,6,10
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,6,12
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,9,10
AVAX,USDT,USDC,AVAX/USDT,USDT/USDC,USDC/AVAX,6,11
