base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
BNB,ADA,LTC,BNB/ADA,ADA/LTC,LTC/BNB,7,16
USDT,BNB,DOGE,USDT/BNB,BNB/DOGE,DOGE/USDT,10,12
BNB,DOGE,LTC,BNB/DOGE,DOGE/LTC,LTC/BNB,7,15
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,7,16
BNB,XRP,LTC,BNB/XRP,XRP/LTC,LTC/BNB,7,9
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,11,8
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,11,12
BNB,DOGE,TON,BNB/DOGE,DOGE/TON,TON/BNB,7,17
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,8,16
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,6,16
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,9,9
SOL,XRP,DOGE,SOL/XRP,XRP/DOGE,DOGE/SOL,7,16
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,10,9
USDT,XRP,ADA,USDT/XRP,XRP/ADA,ADA/USDT,10,11
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,7,8
LINK,BNB,DOGE,LINK/BNB,BNB/DOGE,DOGE/LINK,7,16
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,8,9
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,7,17
ADA,DOGE,TON,ADA/DOGE,DOGE/TON,TON/ADA,12,11
DOT,USDC,SOL,DOT/USDC,USDC/SOL,SOL/DOT,8,12
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,12,14
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,7,15
ADA,DOGE,LTC,ADA/DOGE,DOGE/LTC,LTC/ADA,11,10
TON,LINK,BNB,TON/LINK,LINK/BNB,BNB/TON,8,16
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,9,13
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,12,13
BNB,TRX,LTC,BNB/TRX,TRX/LTC,LTC/BNB,8,8
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,10,14
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,11,17
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,12,15
TON,BTC,SOL,TON/BTC,BTC/SOL,SOL/TON,12,15
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,9,8
LTC,BTC,ETH,LTC/BTC,BTC/ETH,ETH/LTC,8,12
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,5,14
USDC,ADA,AVAX,USDC/ADA,ADA/AVAX,AVAX/USDC,9,14
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,8,9
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,11,17
BNB,DOGE,TON,BNB/DOGE,DOGE/TON,TON/BNB,8,12
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,12,13
DOT,USDC,BNB,DOT/USDC,USDC/BNB,BNB/DOT,11,12
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,12,15
TON,ETH,SOL,TON/ETH,ETH/SOL,SOL/TON,7,16
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,6,10
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,12,12
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,10,13
ADA,DOGE,LTC,ADA/DOGE,DOGE/LTC,LTC/ADA,7,13
BNB,XRP,DOGE,BNB/XRP,XRP/DOGE,DOGE/BNB,9,8
BTC,SOL,ADA,BTC/SOL,SOL/ADA,ADA/BTC,6,11
XRP,ADA,TRX,XRP/ADA,ADA/TRX,TRX/XRP,12,12
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,5,10
