base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,12,16
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,10,12
DOT,ETH,USDT,DOT/ETH,ETH/USDT,USDT/DOT,5,15
ETH,USDT,BNB,ETH/USDT,USDT/BNB,BNB/ETH,6,11
BTC,USDC,DOGE,BTC/USDC,USDC/DOGE,DOGE/BTC,10,8
AVAX,LINK,USDT,AVAX/LINK,LINK/USDT,USDT/AVAX,12,11
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,7,9
LTC,LINK,USDC,LTC/LINK,LINK/USDC,USDC/LTC,5,15
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,6,9
DOT,USDT,SOL,DOT/USDT,USDT/SOL,SOL/DOT,8,14
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,9,10
TON,LINK,BTC,TON/LINK,LINK/BTC,BTC/TON,5,10
BTC,USDC,DOGE,BTC/USDC,USDC/DOGE,DOGE/BTC,12,16
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,6,9
SOL,XRP,LTC,SOL/XRP,XRP/LTC,LTC/SOL,9,13
USDC,BNB,ADA,USDC/BNB,BNB/ADA,ADA/USDC,6,10
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,10,10
DOT,BTC,BNB,DOT/BTC,BTC/BNB,BNB/DOT,7,12
TON,AVAX,USDT,TON/AVAX,AVAX/USDT,USDT/TON,8,12
BTC,USDC,XRP,BTC/USDC,USDC/XRP,XRP/BTC,5,15
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,9,11
TRX,TON,ETH,TRX/TON,TON/ETH,ETH/TRX,9,10
BNB,TRX,LINK,BNB/TRX,TRX/LINK,LINK/BNB,12,12
AVAX,LINK,BNB,AVAX/LINK,LINK/BNB,BNB/AVAX,6,16
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,6,13
USDT,SOL,LTC,USDT/SOL,SOL/LTC,LTC/USDT,12,14
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,7,15
LINK,USDT,SOL,LINK/USDT,USDT/SOL,SOL/LINK,9,9
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,7,17
BNB,TRX,LTC,BNB/TRX,TRX/LTC,LTC/BNB,7,15
BTC,BNB,XRP,BTC/BNB,BNB/XRP,XRP/BTC,10,15
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,5,16
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,5,13
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,10,8
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,8,12
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,6,11
USDC,BNB,TRX,USDC/BNB,BNB/TRX,TRX/USDC,11,8
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,10,16
ADA,DOGE,LTC,ADA/DOGE,DOGE/LTC,LTC/ADA,10,9
ETH,SOL,LTC,ETH/SOL,SOL/LTC,LTC/ETH,6,10
BNB,ADA,TON,BNB/ADA,ADA/TON,TON/BNB,11,17
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,7,9
TON,ETH,BNB,TON/ETH,ETH/BNB,BNB/TON,7,11
TON,AVAX,ETH,TON/AVAX,AVAX/ETH,ETH/TON,5,12
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,11,8
TRX,LINK,BNB,TRX/LINK,LINK/BNB,BNB/TRX,6,9
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,8,11
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,8,12
BTC,USDT,ADA,BTC/USDT,USDT/ADA,ADA/BTC,10,15
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,5,17
