base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,11,13
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,9,15
ETH,SOL,TRX,ETH/SOL,SOL/TRX,TRX/ETH,5,10
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,8,13
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,12,9
LTC,BTC,USDC,LTC/BTC,BTC/USDC,USDC/LTC,5,15
ETH,USDC,ADA,ETH/USDC,USDC/ADA,ADA/ETH,10,15
TRX,TON,AVAX,TRX/TON,TON/AVAX,AVAX/TRX,10,8
USDT,USDC,ADA,USDT/USDC,USDC/ADA,ADA/USDT,6,17
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,5,8
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,10,17
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,6,11
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,11,8
BTC,USDT,USDC,BTC/USDT,USDT/USDC,USDC/BTC,10,13
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,10,10
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,6,13
DOGE,DOT,USDT,DOGE/DOT,DOT/USDT,USDT/DOGE,5,17
SOL,XRP,ADA,SOL/XRP,XRP/ADA,ADA/SOL,7,13
LINK,BTC,USDT,LINK/BTC,BTC/USDT,USDT/LINK,6,12
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,8,9
SOL,TRX,DOT,SOL/TRX,TRX/DOT,DOT/SOL,10,17
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,11,17
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,10,14
ADA,TON,ETH,ADA/TON,TON/ETH,ETH/ADA,7,8
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,11,10
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,8,12
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,12,16
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,6,13
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,12,9
AVAX,DOT,LINK,AVAX/DOT,DOT/LINK,LINK/AVAX,12,15
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,11,12
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,12,8
TON,AVAX,LINK,TON/AVAX,AVAX/LINK,LINK/TON,12,12
BNB,ADA,LTC,BNB/ADA,ADA/LTC,LTC/BNB,8,15
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,6,14
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,7,17
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,11,11
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,12,16
ETH,USDC,BNB,ETH/USDC,USDC/BNB,BNB/ETH,12,9
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,8,9
USDT,USDC,XRP,USDT/USDC,USDC/XRP,XRP/USDT,5,8
TON,DOT,USDC,TON/DOT,DOT/USDC,USDC/TON,7,10
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,8,8
BTC,SOL,ADA,BTC/SOL,SOL/ADA,ADA/BTC,10,9
USDT,XRP,ADA,USDT/XRP,XRP/ADA,ADA/USDT,9,17
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,8,15
SOL,ADA,TON,SOL/ADA,ADA/TON,TON/SOL,9,16
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,11,16
TRX,AVAX,DOT,TRX/AVAX,AVAX/DOT,DOT/TRX,8,17
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,6,17
