base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,6,16
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,7,16
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,7,9
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,8,8
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,9,16
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,9,16
TRX,TON,DOT,TRX/TON,TON/DOT,DOT/TRX,8,13
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,10,15
LINK,BNB,ADA,LINK/BNB,BNB/ADA,ADA/LINK,5,16
ETH,USDT,SOL,ETH/USDT,USDT/SOL,SOL/ETH,10,13
TON,AVAX,LINK,TON/AVAX,AVAX/LINK,LINK/TON,9,13
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,7,16
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,8,10
LTC,BTC,BNB,LTC/BTC,BTC/BNB,BNB/LTC,5,10
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,10,12
SOL,TRX,AVAX,SOL/TRX,TRX/AVAX,AVAX/SOL,5,10
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,11,15
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,6,8
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,12,16
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,6,13
ADA,TON,ETH,ADA/TON,TON/ETH,ETH/ADA,7,12
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,11,13
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,5,11
USDT,USDC,XRP,USDT/USDC,USDC/XRP,XRP/USDT,10,12
XRP,TON,BTC,XRP/TON,TON/BTC,BTC/XRP,5,14
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,11,16
AVAX,BTC,BNB,AVAX/BTC,BTC/BNB,BNB/AVAX,12,15
XRP,DOGE,TRX,XRP/DOGE,DOGE/TRX,TRX/XRP,10,14
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,8,17
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,9,14
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,11,11
BTC,SOL,ADA,BTC/SOL,SOL/ADA,ADA/BTC,12,8
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,11,14
BTC,SOL,TRX,BTC/SOL,SOL/TRX,TRX/BTC,7,17
AVAX,LINK,USDC,AVAX/LINK,LINK/USDC,USDC/AVAX,8,16
XRP,TON,BTC,XRP/TON,TON/BTC,BTC/XRP,10,15
BNB,ADA,DOGE,BNB/ADA,ADA/DOGE,DOGE/BNB,10,13
LINK,BNB,XRP,LINK/BNB,BNB/XRP,XRP/LINK,12,9
DOT,BTC,ETH,DOT/BTC,BTC/ETH,ETH/DOT,11,13
BTC,USDT,ADA,BTC/USDT,USDT/ADA,ADA/BTC,9,15
LINK,USDT,BNB,LINK/USDT,USDT/BNB,BNB/LINK,11,17
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,12,16
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,5,13
ADA,DOGE,TON,ADA/DOGE,DOGE/TON,TON/ADA,11,12
USDT,USDC,ADA,USDT/USDC,USDC/ADA,ADA/USDT,10,15
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,10,14
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,5,17
DOGE,TRX,LTC,DOGE/TRX,TRX/LTC,LTC/DOGE,5,14
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,5,12
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,7,9
