base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,11,17
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,10,10
LTC,BTC,SOL,LTC/BTC,BTC/SOL,SOL/LTC,6,17
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,10,8
TRX,LTC,AVAX,TRX/LTC,LTC/AVAX,AVAX/TRX,5,9
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,6,12
TRX,DOT,LINK,TRX/DOT,DOT/LINK,LINK/TRX,6,15
DOT,USDT,SOL,DOT/USDT,USDT/SOL,SOL/DOT,8,13
TON,DOT,BTC,TON/DOT,DOT/BTC,BTC/TON,12,15
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,9,11
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,9,14
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,11,16
ETH,USDC,BNB,ETH/USDC,USDC/BNB,BNB/ETH,12,13
TON,ETH,USDC,TON/ETH,ETH/USDC,USDC/TON,7,11
USDT,XRP,TRX,USDT/XRP,XRP/TRX,TRX/USDT,12,17
ETH,SOL,LTC,ETH/SOL,SOL/LTC,LTC/ETH,7,8
ETH,SOL,ADA,ETH/SOL,SOL/ADA,ADA/ETH,6,13
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,11,8
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,7,9
TON,BTC,USDT,TON/BTC,BTC/USDT,USDT/TON,11,13
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,7,9
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,12,15
BTC,ETH,USDC,BTC/ETH,ETH/USDC,USDC/BTC,7,9
USDT,USDC,ADA,USDT/USDC,USDC/ADA,ADA/USDT,10,12
XRP,ADA,TRX,XRP/ADA,ADA/TRX,TRX/XRP,10,12
LTC,BTC,USDT,LTC/BTC,BTC/USDT,USDT/LTC,11,15
AVAX,LINK,USDT,AVAX/LINK,LINK/USDT,USDT/AVAX,9,10
TON,DOT,USDC,TON/DOT,DOT/USDC,USDC/TON,10,9
TON,BTC,SOL,TON/BTC,BTC/SOL,SOL/TON,12,16
USDT,XRP,TON,USDT/XRP,XRP/TON,TON/USDT,10,16
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,7,12
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,6,17
SOL,XRP,DOGE,SOL/XRP,XRP/DOGE,DOGE/SOL,5,11
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,12,13
BNB,SOL,DOGE,BNB/SOL,SOL/DOGE,DOGE/BNB,12,10
LINK,USDT,BNB,LINK/USDT,USDT/BNB,BNB/LINK,12,8
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,8,9
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,8,11
BNB,ADA,DOGE,BNB/ADA,ADA/DOGE,DOGE/BNB,6,8
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,6,10
DOT,ETH,XRP,DOT/ETH,ETH/XRP,XRP/DOT,7,12
DOT,ETH,XRP,DOT/ETH,ETH/XRP,XRP/DOT,11,14
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,5,14
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,10,12
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,8,8
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,9,9
USDC,DOGE,LTC,USDC/DOGE,DOGE/LTC,LTC/USDC,8,13
USDC,DOGE,LTC,USDC/DOGE,DOGE/LTC,LTC/USDC,9,9
BTC,SOL,XRP,BTC/SOL,SOL/XRP,XRP/BTC,5,10
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,10,11
