base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,5,13
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,5,17
LINK,USDT,USDC,LINK/USDT,USDT/USDC,USDC/LINK,10,13
USDT,XRP,TRX,USDT/XRP,XRP/TRX,TRX/USDT,7,9
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,8,15
DOT,ETH,USDT,DOT/ETH,ETH/USDT,USDT/DOT,6,11
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,12,9
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,6,13
ADA,DOGE,TRX,ADA/DOGE,DOGE/TRX,TRX/ADA,5,8
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,7,15
LTC,AVAX,USDT,LTC/AVAX,AVAX/USDT,USDT/LTC,7,9
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,11,8
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,6,17
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,11,11
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,5,15
LTC,BTC,SOL,LTC/BTC,BTC/SOL,SOL/LTC,8,14
DOT,USDC,SOL,DOT/USDC,USDC/SOL,SOL/DOT,8,15
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,11,10
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,10,9
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,9,16
DOGE,LTC,DOT,DOGE/LTC,LTC/DOT,DOT/DOGE,7,17
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,8,16
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,7,16
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,5,13
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,12,9
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,5,14
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,10,10
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,8,14
USDT,USDC,XRP,USDT/USDC,USDC/XRP,XRP/USDT,10,15
USDC,XRP,DOGE,USDC/XRP,XRP/DOGE,DOGE/USDC,7,16
LINK,USDT,XRP,LINK/USDT,USDT/XRP,XRP/LINK,12,13
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,9,16
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,12,15
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,12,9
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,8,10
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,10,12
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,7,10
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,5,9
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,5,8
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,11,15
BNB,ADA,DOGE,BNB/ADA,ADA/DOGE,DOGE/BNB,6,9
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,12,11
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,11,10
USDT,XRP,TON,USDT/XRP,XRP/TON,TON/USDT,6,12
BNB,DOGE,LTC,BNB/DOGE,DOGE/LTC,LTC/BNB,10,15
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,12,16
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,6,16
LTC,TON,LINK,LTC/TON,TON/LINK,LINK/LTC,9,12
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,7,10
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,12,9
