base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,11,11
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,11,12
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,7,10
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,7,10
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,11,12
ADA,LTC,DOT,ADA/LTC,LTC/DOT,DOT/ADA,5,12
TON,AVAX,LINK,TON/AVAX,AVAX/LINK,LINK/TON,10,14
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,10,14
BNB,SOL,DOGE,BNB/SOL,SOL/DOGE,DOGE/BNB,11,17
DOT,USDC,BNB,DOT/USDC,USDC/BNB,BNB/DOT,8,9
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,7,16
SOL,XRP,DOGE,SOL/XRP,XRP/DOGE,DOGE/SOL,11,14
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,7,16
SOL,ADA,DOGE,SOL/ADA,ADA/DOGE,DOGE/SOL,12,17
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,7,12
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,10,16
LINK,USDT,ADA,LINK/USDT,USDT/ADA,ADA/LINK,6,16
TON,DOT,LINK,TON/DOT,DOT/LINK,LINK/TON,9,15
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,9,13
BNB,TRX,AVAX,BNB/TRX,TRX/AVAX,AVAX/BNB,5,8
AVAX,BTC,USDC,AVAX/BTC,BTC/USDC,USDC/AVAX,6,13
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,9,12
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,5,15
DOT,USDC,ADA,DOT/USDC,USDC/ADA,ADA/DOT,12,15
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,5,8
TON,AVAX,DOT,TON/AVAX,AVAX/DOT,DOT/TON,9,17
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,5,8
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,11,15
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,12,9
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,5,12
LTC,LINK,USDC,LTC/LINK,LINK/USDC,USDC/LTC,7,10
AVAX,USDT,ADA,AVAX/USDT,USDT/ADA,ADA/AVAX,11,17
LTC,BTC,BNB,LTC/BTC,BTC/BNB,BNB/LTC,10,8
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,7,17
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,12,14
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,7,13
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,10,13
SOL,ADA,DOGE,SOL/ADA,ADA/DOGE,DOGE/SOL,6,14
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,5,13
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,8,17
LTC,BTC,USDT,LTC/BTC,BTC/USDT,USDT/LTC,12,13
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,6,14
SOL,XRP,ADA,SOL/XRP,XRP/ADA,ADA/SOL,11,14
LINK,BNB,SOL,LINK/BNB,BNB/SOL,SOL/LINK,9,15
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,5,15
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,12,8
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,11,9
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,9,16
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,6,12
TRX,LTC,AVAX,TRX/LTC,LTC/AVAX,AVAX/TRX,7,12
