base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TRX,LTC,TON,TRX/LTC,LTC/TON,TON/TRX,5,15
ETH,XRP,ADA,ETH/XRP,XRP/ADA,ADA/ETH,9,12
DOT,BTC,ETH,DOT/BTC,BTC/ETH,ETH/DOT,11,12
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,5,12
AVAX,LINK,USDC,AVAX/LINK,LINK/USDC,USDC/AVAX,5,14
SOL,ADA,LTC,SOL/ADA,ADA/LTC,LTC/SOL,11,8
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,9,9
TON,AVAX,LINK,TON/AVAX,AVAX/LINK,LINK/TON,5,13
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,7,16
ETH,SOL,TRX,ETH/SOL,SOL/TRX,TRX/ETH,6,14
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,11,12
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,10,14
BTC,USDC,DOGE,BTC/USDC,USDC/DOGE,DOGE/BTC,7,10
XRP,TON,ETH,XRP/TON,TON/ETH,ETH/XRP,10,12
DOGE,AVAX,DOT,DOGE/AVAX,AVAX/DOT,DOT/DOGE,11,12
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,10,9
TON,ETH,USDC,TON/ETH,ETH/USDC,USDC/TON,7,14
ETH,USDT,SOL,ETH/USDT,USDT/SOL,SOL/ETH,5,10
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,12,10
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,6,15
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,7,12
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,6,17
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,9,11
ADA,TRX,AVAX,ADA/TRX,TRX/AVAX,AVAX/ADA,7,14
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,7,11
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,10,15
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,7,17
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,10,16
AVAX,DOT,LINK,AVAX/DOT,DOT/LINK,LINK/AVAX,6,16
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,9,10
BTC,ETH,USDC,BTC/ETH,ETH/USDC,USDC/BTC,12,16
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,10,13
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,9,15
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,7,15
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,5,17
DOT,USDT,SOL,DOT/USDT,USDT/SOL,SOL/DOT,8,11
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,11,16
ADA,TON,LINK,ADA/TON,TON/LINK,LINK/ADA,11,10
LINK,BNB,ADA,LINK/BNB,BNB/ADA,ADA/LINK,9,17
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,12,14
USDT,SOL,LTC,USDT/SOL,SOL/LTC,LTC/USDT,8,11
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,8,9
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,8,13
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,9,17
TON,BTC,USDT,TON/BTC,BTC/USDT,USDT/TON,8,15
XRP,ADA,LTC,XRP/ADA,ADA/LTC,LTC/XRP,12,15
XRP,TON,AVAX,XRP/TON,TON/AVAX,AVAX/XRP,9,8
SOL,ADA,TRX,SOL/ADA,ADA/TRX,TRX/SOL,10,8
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,12,15
ADA,AVAX,USDT,ADA/AVAX,AVAX/USDT,USDT/ADA,12,14
