base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,8,16
DOGE,AVAX,DOT,DOGE/AVAX,AVAX/DOT,DOT/DOGE,6,14
SOL,DOGE,DOT,SOL/DOGE,DOGE/DOT,DOT/SOL,8,12
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,10,10
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,6,11
LTC,TON,BTC,LTC/TON,TON/BTC,BTC/LTC,10,16
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,5,10
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,8,17
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,6,8
ADA,TRX,AVAX,ADA/TRX,TRX/AVAX,AVAX/ADA,7,10
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,9,9
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,9,14
DOGE,TON,LINK,DOGE/TON,TON/LINK,LINK/DOGE,7,10
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,6,16
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,9,11
AVAX,LINK,BTC,AVAX/LINK,LINK/BTC,BTC/AVAX,11,10
TRX,DOT,LINK,TRX/DOT,DOT/LINK,LINK/TRX,7,9
SOL,XRP,LTC,SOL/XRP,XRP/LTC,LTC/SOL,6,15
ETH,BNB,SOL,ETH/BNB,BNB/SOL,SOL/ETH,8,17
DOT,BTC,ETH,DOT/BTC,BTC/ETH,ETH/DOT,11,15
ADA,TON,LINK,ADA/TON,TON/LINK,LINK/ADA,5,14
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,12,8
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,5,9
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,6,11
XRP,TON,ETH,XRP/TON,TON/ETH,ETH/XRP,10,17
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,10,15
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,11,16
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,9,8
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,7,10
LINK,USDT,USDC,LINK/USDT,USDT/USDC,USDC/LINK,7,16
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,7,9
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,8,11
LTC,AVAX,DOT,LTC/AVAX,AVAX/DOT,DOT/LTC,6,9
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,11,10
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,7,10
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,7,9
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,8,13
DOGE,TRX,LTC,DOGE/TRX,TRX/LTC,LTC/DOGE,7,9
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,7,9
ETH,USDC,BNB,ETH/USDC,USDC/BNB,BNB/ETH,11,13
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,9,10
ADA,AVAX,USDT,ADA/AVAX,AVAX/USDT,USDT/ADA,7,11
LINK,ETH,USDC,LINK/ETH,ETH/USDC,USDC/LINK,12,13
BTC,USDC,SOL,BTC/USDC,USDC/SOL,SOL/BTC,7,17
LINK,ETH,USDC,LINK/ETH,ETH/USDC,USDC/LINK,6,14
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,8,12
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,5,14
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,6,16
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,10,12
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,8,8
