base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOT,USDC,ADA,DOT/USDC,USDC/ADA,ADA/DOT,8,9
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,11,12
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,11,14
USDT,USDC,ADA,USDT/USDC,USDC/ADA,ADA/USDT,6,12
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,8,10
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,5,16
AVAX,USDT,ADA,AVAX/USDT,USDT/ADA,ADA/AVAX,11,12
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,7,14
USDT,XRP,TRX,USDT/XRP,XRP/TRX,TRX/USDT,11,13
TON,LINK,USDC,TON/LINK,LINK/USDC,USDC/TON,10,10
ETH,USDC,DOGE,ETH/USDC,USDC/DOGE,DOGE/ETH,7,14
ADA,LTC,DOT,ADA/LTC,LTC/DOT,DOT/ADA,10,11
AVAX,USDT,ADA,AVAX/USDT,USDT/ADA,ADA/AVAX,5,16
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,10,14
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,9,11
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,11,12
SOL,ADA,DOGE,SOL/ADA,ADA/DOGE,DOGE/SOL,6,13
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,5,12
XRP,TON,ETH,XRP/TON,TON/ETH,ETH/XRP,5,16
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,7,9
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,5,11
LTC,DOT,USDT,LTC/DOT,DOT/USDT,USDT/LTC,7,8
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,12,14
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,12,9
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,11,14
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,10,16
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,6,12
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,7,12
BNB,XRP,TON,BNB/XRP,XRP/TON,TON/BNB,7,9
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,7,16
SOL,XRP,LTC,SOL/XRP,XRP/LTC,LTC/SOL,11,16
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,11,16
BNB,TRX,DOT,BNB/TRX,TRX/DOT,DOT/BNB,12,11
ETH,XRP,DOGE,ETH/XRP,XRP/DOGE,DOGE/ETH,11,10
TON,ETH,USDC,TON/ETH,ETH/USDC,USDC/TON,7,12
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,12,15
XRP,TRX,TON,XRP/TRX,TRX/TON,TON/XRP,5,10
BNB,XRP,TON,BNB/XRP,XRP/TON,TON/BNB,10,16
BNB,DOGE,LTC,BNB/DOGE,DOGE/LTC,LTC/BNB,6,14
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,8,10
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,5,10
ADA,DOGE,TON,ADA/DOGE,DOGE/TON,TON/ADA,6,9
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,6,15
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,9,14
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,7,12
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,12,9
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,5,16
DOT,USDT,ADA,DOT/USDT,USDT/ADA,ADA/DOT,11,17
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,9,12
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,10,13
