base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,10,17
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,5,16
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,9,12
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,8,11
DOT,BTC,ETH,DOT/BTC,BTC/ETH,ETH/DOT,11,9
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,8,14
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,12,9
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,7,12
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,8,16
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,9,15
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,11,17
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,10,17
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,6,12
ADA,TON,BTC,ADA/TON,TON/BTC,BTC/ADA,10,10
SOL,TRX,LTC,SOL/TRX,TRX/LTC,LTC/SOL,10,11
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,7,10
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,7,11
ADA,DOGE,DOT,ADA/DOGE,DOGE/DOT,DOT/ADA,8,8
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,7,9
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,5,13
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,11,17
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,5,13
LINK,BNB,DOGE,LINK/BNB,BNB/DOGE,DOGE/LINK,5,9
TRX,LTC,TON,TRX/LTC,LTC/TON,TON/TRX,11,11
AVAX,BTC,USDC,AVAX/BTC,BTC/USDC,USDC/AVAX,9,14
BTC,USDT,USDC,BTC/USDT,USDT/USDC,USDC/BTC,5,14
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,12,10
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,5,11
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,8,17
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,9,9
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,11,12
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,6,15
BNB,ADA,TON,BNB/ADA,ADA/TON,TON/BNB,11,13
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,6,9
LTC,TON,DOT,LTC/TON,TON/DOT,DOT/LTC,9,9
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,12,15
ETH,SOL,ADA,ETH/SOL,SOL/ADA,ADA/ETH,9,17
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,11,14
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,7,16
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,7,11
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,9,10
LTC,BTC,SOL,LTC/BTC,BTC/SOL,SOL/LTC,5,8
BTC,USDC,SOL,BTC/USDC,USDC/SOL,SOL/BTC,6,16
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,7,8
TRX,AVAX,LINK,TRX/AVAX,AVAX/LINK,LINK/TRX,6,15
SOL,ADA,DOGE,SOL/ADA,ADA/DOGE,DOGE/SOL,12,15
SOL,ADA,DOGE,SOL/ADA,ADA/DOGE,DOGE/SOL,8,15
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,10,11
USDC,ADA,DOGE,USDC/ADA,ADA/DOGE,DOGE/USDC,7,15
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,10,9
