base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,6,12
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,9,13
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,5,11
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,5,13
LTC,AVAX,USDT,LTC/AVAX,AVAX/USDT,USDT/LTC,10,17
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,10,12
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,8,13
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,6,16
BNB,ADA,TON,BNB/ADA,ADA/TON,TON/BNB,8,16
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,8,15
ETH,USDC,DOGE,ETH/USDC,USDC/DOGE,DOGE/ETH,8,15
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,6,12
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,12,15
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,10,15
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,5,8
SOL,LTC,AVAX,SOL/LTC,LTC/AVAX,AVAX/SOL,7,16
BTC,ETH,USDC,BTC/ETH,ETH/USDC,USDC/BTC,7,14
LTC,TON,AVAX,LTC/TON,TON/AVAX,AVAX/LTC,10,13
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,9,17
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,6,17
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,5,10
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,10,16
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,8,12
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,6,11
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,9,12
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,10,12
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,12,10
XRP,DOGE,DOT,XRP/DOGE,DOGE/DOT,DOT/XRP,11,17
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,9,13
LTC,BTC,USDC,LTC/BTC,BTC/USDC,USDC/LTC,5,15
AVAX,USDT,ADA,AVAX/USDT,USDT/ADA,ADA/AVAX,6,12
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,8,13
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,10,13
ADA,DOGE,TRX,ADA/DOGE,DOGE/TRX,TRX/ADA,7,17
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,5,11
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,8,17
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,10,13
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,8,8
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,7,9
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,6,14
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,8,17
SOL,XRP,LTC,SOL/XRP,XRP/LTC,LTC/SOL,6,13
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,8,12
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,12,9
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,12,16
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,12,16
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,5,15
AVAX,USDT,USDC,AVAX/USDT,USDT/USDC,USDC/AVAX,11,17
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,6,14
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,5,8
