base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
BNB,SOL,DOGE,BNB/SOL,SOL/DOGE,DOGE/BNB,10,12
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,7,14
LINK,BNB,XRP,LINK/BNB,BNB/XRP,XRP/LINK,6,12
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,10,13
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,12,15
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,9,10
LTC,TON,DOT,LTC/TON,TON/DOT,DOT/LTC,6,9
USDT,XRP,TRX,USDT/XRP,XRP/TRX,TRX/USDT,8,13
SOL,XRP,ADA,SOL/XRP,XRP/ADA,ADA/SOL,10,9
LINK,USDC,BNB,LINK/USDC,USDC/BNB,BNB/LINK,5,17
BNB,DOGE,TON,BNB/DOGE,DOGE/TON,TON/BNB,12,9
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,11,9
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,7,17
BNB,TRX,LINK,BNB/TRX,TRX/LINK,LINK/BNB,9,17
AVAX,USDT,BNB,AVAX/USDT,USDT/BNB,BNB/AVAX,12,17
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,11,8
TON,ETH,SOL,TON/ETH,ETH/SOL,SOL/TON,6,11
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,6,9
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,5,9
LINK,BNB,XRP,LINK/BNB,BNB/XRP,XRP/LINK,5,10
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,11,14
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,6,16
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,7,16
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,9,9
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,10,9
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,11,10
BNB,TRX,AVAX,BNB/TRX,TRX/AVAX,AVAX/BNB,9,14
DOT,USDC,SOL,DOT/USDC,USDC/SOL,SOL/DOT,11,12
ADA,TRX,AVAX,ADA/TRX,TRX/AVAX,AVAX/ADA,8,9
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,12,8
BTC,USDC,DOGE,BTC/USDC,USDC/DOGE,DOGE/BTC,8,11
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,10,17
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,11,15
TON,AVAX,ETH,TON/AVAX,AVAX/ETH,ETH/TON,7,16
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,7,12
AVAX,BTC,USDC,AVAX/BTC,BTC/USDC,USDC/AVAX,11,14
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,11,8
USDT,BNB,ADA,USDT/BNB,BNB/ADA,ADA/USDT,12,14
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,9,14
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,10,16
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,5,15
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,8,15
ETH,XRP,ADA,ETH/XRP,XRP/ADA,ADA/ETH,8,13
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,7,11
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,12,17
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,6,16
LINK,BTC,USDT,LINK/BTC,BTC/USDT,USDT/LINK,11,9
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,11,11
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,7,14
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,11,16
