base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,12,15
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,8,15
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,8,8
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,9,10
BTC,SOL,DOGE,BTC/SOL,SOL/DOGE,DOGE/BTC,7,8
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,6,9
BNB,ADA,LTC,BNB/ADA,ADA/LTC,LTC/BNB,6,17
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,7,10
ADA,TRX,AVAX,ADA/TRX,TRX/AVAX,AVAX/ADA,10,8
TRX,LINK,USDT,TRX/LINK,LINK/USDT,USDT/TRX,8,16
SOL,ADA,TON,SOL/ADA,ADA/TON,TON/SOL,6,17
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,7,16
AVAX,USDT,BNB,AVAX/USDT,USDT/BNB,BNB/AVAX,8,9
BTC,USDC,XRP,BTC/USDC,USDC/XRP,XRP/BTC,7,14
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,12,17
LINK,USDC,BNB,LINK/USDC,USDC/BNB,BNB/LINK,11,11
DOGE,TON,LINK,DOGE/TON,TON/LINK,LINK/DOGE,10,11
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,12,10
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,8,12
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,6,15
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,8,8
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,11,16
XRP,ADA,DOGE,XRP/ADA,ADA/DOGE,DOGE/XRP,5,13
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,11,15
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,8,9
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,9,11
DOT,ETH,USDT,DOT/ETH,ETH/USDT,USDT/DOT,7,8
LTC,TON,ETH,LTC/TON,TON/ETH,ETH/LTC,11,11
XRP,TON,BTC,XRP/TON,TON/BTC,BTC/XRP,8,17
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,11,17
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,10,12
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,12,12
USDC,DOGE,DOT,USDC/DOGE,DOGE/DOT,DOT/USDC,12,16
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,8,9
LINK,USDT,USDC,LINK/USDT,USDT/USDC,USDC/LINK,11,8
USDT,USDC,XRP,USDT/USDC,USDC/XRP,XRP/USDT,11,11
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,6,13
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,8,9
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,7,9
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,8,13
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,10,10
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,11,8
ETH,XRP,DOGE,ETH/XRP,XRP/DOGE,DOGE/ETH,6,10
BTC,SOL,ADA,BTC/SOL,SOL/ADA,ADA/BTC,12,12
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,5,17
ETH,XRP,TON,ETH/XRP,XRP/TON,TON/ETH,10,14
AVAX,LINK,USDT,AVAX/LINK,LINK/USDT,USDT/AVAX,7,13
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,12,14
USDC,BNB,TRX,USDC/BNB,BNB/TRX,TRX/USDC,9,16
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,12,12
