base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOGE,TON,LINK,DOGE/TON,TON/LINK,LINK/DOGE,8,11
XRP,DOGE,DOT,XRP/DOGE,DOGE/DOT,DOT/XRP,9,17
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,10,8
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,8,8
BNB,SOL,DOGE,BNB/SOL,SOL/DOGE,DOGE/BNB,9,15
ADA,DOGE,TON,ADA/DOGE,DOGE/TON,TON/ADA,8,15
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,12,10
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,9,9
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,10,8
BNB,SOL,ADA,BNB/SOL,SOL/ADA,ADA/BNB,10,16
TON,BTC,USDT,TON/BTC,BTC/USDT,USDT/TON,9,10
DOGE,LTC,DOT,DOGE/LTC,LTC/DOT,DOT/DOGE,5,16
ETH,BNB,SOL,ETH/BNB,BNB/SOL,SOL/ETH,12,15
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,8,8
BTC,USDT,ADA,BTC/USDT,USDT/ADA,ADA/BTC,5,14
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,12,17
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,11,16
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,8,16
ADA,LTC,TON,ADA/LTC,LTC/TON,TON/ADA,10,8
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,5,13
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,7,12
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,8,11
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,12,11
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,9,17
LINK,BNB,XRP,LINK/BNB,BNB/XRP,XRP/LINK,7,10
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,6,12
ADA,TRX,LTC,ADA/TRX,TRX/LTC,LTC/ADA,8,9
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,6,9
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,11,15
USDT,XRP,ADA,USDT/XRP,XRP/ADA,ADA/USDT,9,10
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,11,12
ETH,SOL,LTC,ETH/SOL,SOL/LTC,LTC/ETH,6,17
TON,AVAX,DOT,TON/AVAX,AVAX/DOT,DOT/TON,7,14
USDC,ADA,DOGE,USDC/ADA,ADA/DOGE,DOGE/USDC,5,12
TRX,DOT,LINK,TRX/DOT,DOT/LINK,LINK/TRX,10,12
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,11,8
AVAX,LINK,USDC,AVAX/LINK,LINK/USDC,USDC/AVAX,7,17
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,10,8
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,5,15
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,12,13
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,6,9
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,11,17
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,11,17
AVAX,BTC,USDC,AVAX/BTC,BTC/USDC,USDC/AVAX,5,12
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,12,16
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,5,14
DOT,USDT,SOL,DOT/USDT,USDT/SOL,SOL/DOT,12,8
DOT,LINK,ETH,DOT/LINK,LINK/ETH,ETH/DOT,8,13
XRP,DOGE,TRX,XRP/DOGE,DOGE/TRX,TRX/XRP,11,9
XRP,DOGE,DOT,XRP/DOGE,DOGE/DOT,DOT/XRP,6,11
