base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,8,10
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,8,14
XRP,TON,ETH,XRP/TON,TON/ETH,ETH/XRP,8,16
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,7,11
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,10,10
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,9,8
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,11,17
AVAX,LINK,BTC,AVAX/LINK,LINK/BTC,BTC/AVAX,7,12
LINK,USDT,ADA,LINK/USDT,USDT/ADA,ADA/LINK,11,9
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,11,13
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,11,11
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,9,14
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,9,11
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,12,15
USDT,ADA,LTC,USDT/ADA,ADA/LTC,LTC/USDT,10,13
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,5,16
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,10,11
USDC,BNB,ADA,USDC/BNB,BNB/ADA,ADA/USDC,7,15
USDC,ADA,DOGE,USDC/ADA,ADA/DOGE,DOGE/USDC,5,14
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,9,9
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,10,15
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,11,9
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,9,17
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,9,10
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,11,9
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,11,16
LINK,USDC,XRP,LINK/USDC,USDC/XRP,XRP/LINK,5,13
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,7,12
XRP,TRX,LTC,XRP/TRX,TRX/LTC,LTC/XRP,8,9
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,12,14
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,5,17
BTC,USDC,SOL,BTC/USDC,USDC/SOL,SOL/BTC,11,15
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,9,9
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,9,10
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,10,12
DOGE,TRX,TON,DOGE/TRX,TRX/TON,TON/DOGE,10,14
LTC,DOT,USDT,LTC/DOT,DOT/USDT,USDT/LTC,5,14
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,7,16
DOGE,AVAX,DOT,DOGE/AVAX,AVAX/DOT,DOT/DOGE,11,9
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,6,12
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,9,11
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,7,10
BTC,SOL,XRP,BTC/SOL,SOL/XRP,XRP/BTC,9,10
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,9,17
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,10,8
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,7,17
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,6,13
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,10,12
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,12,9
SOL,TRX,DOT,SOL/TRX,TRX/DOT,DOT/SOL,8,9
