base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LINK,BNB,SOL,LINK/BNB,BNB/SOL,SOL/LINK,12,15
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,9,11
ADA,TRX,LTC,ADA/TRX,TRX/LTC,LTC/ADA,10,16
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,6,10
AVAX,USDT,BNB,AVAX/USDT,USDT/BNB,BNB/AVAX,8,12
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,7,16
TRX,AVAX,DOT,TRX/AVAX,AVAX/DOT,DOT/TRX,5,10
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,5,13
BTC,USDT,USDC,BTC/USDT,USDT/USDC,USDC/BTC,7,13
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,5,10
SOL,ADA,LTC,SOL/ADA,ADA/LTC,LTC/SOL,8,17
XRP,TON,DOT,XRP/TON,TON/DOT,DOT/XRP,11,12
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,7,15
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,11,9
USDT,SOL,DOGE,USDT/SOL,SOL/DOGE,DOGE/USDT,6,14
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,11,16
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,5,14
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,9,16
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,6,15
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,10,17
AVAX,LINK,BNB,AVAX/LINK,LINK/BNB,BNB/AVAX,12,12
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,5,11
BTC,SOL,ADA,BTC/SOL,SOL/ADA,ADA/BTC,5,17
ADA,TON,ETH,ADA/TON,TON/ETH,ETH/ADA,6,17
USDT,SOL,DOGE,USDT/SOL,SOL/DOGE,DOGE/USDT,6,11
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,5,17
ETH,XRP,ADA,ETH/XRP,XRP/ADA,ADA/ETH,11,13
DOGE,TON,LINK,DOGE/TON,TON/LINK,LINK/DOGE,8,16
BNB,SOL,XRP,BNB/SOL,SOL/XRP,XRP/BNB,5,8
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,9,10
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,5,11
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,8,9
TRX,LTC,TON,TRX/LTC,LTC/TON,TON/TRX,7,12
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,6,15
DOGE,TRX,TON,DOGE/TRX,TRX/TON,TON/DOGE,8,10
LINK,USDC,XRP,LINK/USDC,USDC/XRP,XRP/LINK,10,11
SOL,LTC,AVAX,SOL/LTC,LTC/AVAX,AVAX/SOL,11,14
LINK,BNB,SOL,LINK/BNB,BNB/SOL,SOL/LINK,11,14
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,9,13
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,12,17
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,7,17
XRP,TON,AVAX,XRP/TON,TON/AVAX,AVAX/XRP,12,14
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,6,11
XRP,TON,ETH,XRP/TON,TON/ETH,ETH/XRP,6,14
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,6,9
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,9,8
LINK,ETH,USDC,LINK/ETH,ETH/USDC,USDC/LINK,5,14
BTC,ETH,SOL,BTC/ETH,ETH/SOL,SOL/BTC,6,14
LTC,BTC,ETH,LTC/BTC,BTC/ETH,ETH/LTC,10,9
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,12,12
