base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,12,8
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,8,12
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,12,10
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,7,11
LTC,AVAX,USDT,LTC/AVAX,AVAX/USDT,USDT/LTC,5,11
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,10,8
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,12,10
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,10,16
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,9,16
LINK,USDT,BNB,LINK/USDT,USDT/BNB,BNB/LINK,12,9
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,11,16
DOT,ETH,USDT,DOT/ETH,ETH/USDT,USDT/DOT,8,11
LINK,ETH,USDT,LINK/ETH,ETH/USDT,USDT/LINK,8,13
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,9,13
BNB,ADA,DOGE,BNB/ADA,ADA/DOGE,DOGE/BNB,12,15
ADA,LTC,TON,ADA/LTC,LTC/TON,TON/ADA,11,17
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,7,9
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,8,9
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,9,12
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,7,16
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,6,10
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,9,15
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,11,15
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,12,8
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,11,16
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,6,14
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,11,14
TON,DOT,BTC,TON/DOT,DOT/BTC,BTC/TON,6,15
BTC,SOL,TRX,BTC/SOL,SOL/TRX,TRX/BTC,9,10
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,11,9
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,5,13
USDC,DOGE,AVAX,USDC/DOGE,DOGE/AVAX,AVAX/USDC,6,8
USDT,SOL,LTC,USDT/SOL,SOL/LTC,LTC/USDT,7,17
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,12,10
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,7,8
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,7,8
LTC,BTC,ETH,LTC/BTC,BTC/ETH,ETH/LTC,8,10
LINK,USDT,XRP,LINK/USDT,USDT/XRP,XRP/LINK,10,8
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,5,12
BTC,USDT,ADA,BTC/USDT,USDT/ADA,ADA/BTC,8,17
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,6,8
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,11,14
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,11,9
TON,ETH,USDC,TON/ETH,ETH/USDC,USDC/TON,5,14
BNB,TRX,AVAX,BNB/TRX,TRX/AVAX,AVAX/BNB,6,10
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,12,12
XRP,TRX,TON,XRP/TRX,TRX/TON,TON/XRP,8,12
DOT,USDC,BNB,DOT/USDC,USDC/BNB,BNB/DOT,12,16
BNB,SOL,DOGE,BNB/SOL,SOL/DOGE,DOGE/BNB,10,10
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,8,11
