base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LINK,BNB,SOL,LINK/BNB,BNB/SOL,SOL/LINK,7,12
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,7,14
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,11,16
TRX,AVAX,BTC,TRX/AVAX,AVAX/BTC,BTC/TRX,11,16
ETH,BNB,SOL,ETH/BNB,BNB/SOL,SOL/ETH,10,12
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,12,10
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,12,15
TRX,TON,DOT,TRX/TON,TON/DOT,DOT/TRX,11,10
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,12,17
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,5,13
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,12,13
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,6,17
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,6,10
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,6,15
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,5,16
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,6,8
TRX,LINK,USDT,TRX/LINK,LINK/USDT,USDT/TRX,10,11
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,11,9
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,6,14
USDT,BNB,DOGE,USDT/BNB,BNB/DOGE,DOGE/USDT,10,11
ADA,DOGE,LTC,ADA/DOGE,DOGE/LTC,LTC/ADA,12,16
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,10,12
SOL,ADA,DOGE,SOL/ADA,ADA/DOGE,DOGE/SOL,10,16
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,10,10
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,12,17
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,6,9
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,10,10
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,8,13
XRP,TON,AVAX,XRP/TON,TON/AVAX,AVAX/XRP,6,13
TRX,TON,AVAX,TRX/TON,TON/AVAX,AVAX/TRX,11,12
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,11,14
BNB,SOL,ADA,BNB/SOL,SOL/ADA,ADA/BNB,6,14
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,12,14
ETH,SOL,TRX,ETH/SOL,SOL/TRX,TRX/ETH,5,9
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,8,9
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,9,8
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,8,17
LTC,AVAX,DOT,LTC/AVAX,AVAX/DOT,DOT/LTC,8,11
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,6,14
BTC,USDC,XRP,BTC/USDC,USDC/XRP,XRP/BTC,9,17
TRX,LTC,AVAX,TRX/LTC,LTC/AVAX,AVAX/TRX,12,8
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,5,11
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,10,13
TRX,LINK,BNB,TRX/LINK,LINK/BNB,BNB/TRX,7,9
LINK,USDT,USDC,LINK/USDT,USDT/USDC,USDC/LINK,5,9
ADA,TON,ETH,ADA/TON,TON/ETH,ETH/ADA,10,11
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,11,8
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,11,13
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,12,11
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,7,17
