base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LINK,BNB,XRP,LINK/BNB,BNB/XRP,XRP/LINK,7,17
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,11,16
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,9,16
XRP,DOGE,DOT,XRP/DOGE,DOGE/DOT,DOT/XRP,6,11
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,8,13
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,12,13
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,5,10
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,8,13
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,5,13
ADA,DOGE,TON,ADA/DOGE,DOGE/TON,TON/ADA,5,9
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,7,10
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,7,8
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,6,9
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,8,16
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,8,17
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,7,8
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,12,8
TON,BTC,USDT,TON/BTC,BTC/USDT,USDT/TON,5,16
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,10,16
BNB,ADA,TON,BNB/ADA,ADA/TON,TON/BNB,7,10
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,8,15
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,6,14
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,12,10
DOT,BTC,BNB,DOT/BTC,BTC/BNB,BNB/DOT,11,12
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,7,14
USDT,BNB,DOGE,USDT/BNB,BNB/DOGE,DOGE/USDT,10,14
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,5,14
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,10,15
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,11,15
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,6,12
LINK,BNB,XRP,LINK/BNB,BNB/XRP,XRP/LINK,10,10
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,6,8
XRP,TON,DOT,XRP/TON,TON/DOT,DOT/XRP,8,15
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,10,9
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,7,12
DOGE,AVAX,USDT,DOGE/AVAX,AVAX/USDT,USDT/DOGE,8,11
SOL,DOGE,LTC,SOL/DOGE,DOGE/LTC,LTC/SOL,12,9
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,10,16
DOT,ETH,USDT,DOT/ETH,ETH/USDT,USDT/DOT,8,8
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,7,10
LTC,LINK,USDC,LTC/LINK,LINK/USDC,USDC/LTC,12,12
DOGE,TRX,TON,DOGE/TRX,TRX/TON,TON/DOGE,7,17
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,6,12
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,5,13
ETH,BNB,XRP,ETH/BNB,BNB/XRP,XRP/ETH,7,15
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,9,13
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,9,11
ETH,SOL,ADA,ETH/SOL,SOL/ADA,ADA/ETH,8,13
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,12,8
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,6,14
