base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,8,13
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,6,11
ADA,TRX,LTC,ADA/TRX,TRX/LTC,LTC/ADA,6,16
LINK,BTC,USDT,LINK/BTC,BTC/USDT,USDT/LINK,6,9
TON,DOT,USDC,TON/DOT,DOT/USDC,USDC/TON,12,12
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,11,9
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,9,12
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,10,14
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,8,13
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,6,17
XRP,TON,BTC,XRP/TON,TON/BTC,BTC/XRP,5,16
TON,BTC,USDT,TON/BTC,BTC/USDT,USDT/TON,5,13
BTC,USDT,USDC,BTC/USDT,USDT/USDC,USDC/BTC,11,11
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,5,10
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,11,12
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,6,9
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,12,8
BNB,SOL,ADA,BNB/SOL,SOL/ADA,ADA/BNB,9,10
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,8,16
TON,DOT,LINK,TON/DOT,DOT/LINK,LINK/TON,6,11
USDC,DOGE,LTC,USDC/DOGE,DOGE/LTC,LTC/USDC,6,9
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,6,12
TRX,TON,ETH,TRX/TON,TON/ETH,ETH/TRX,9,14
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,11,14
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,8,11
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,7,10
BNB,TRX,LTC,BNB/TRX,TRX/LTC,LTC/BNB,9,8
ADA,TRX,LTC,ADA/TRX,TRX/LTC,LTC/ADA,12,8
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,6,16
DOT,LINK,ETH,DOT/LINK,LINK/ETH,ETH/DOT,12,9
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,10,8
USDC,XRP,DOGE,USDC/XRP,XRP/DOGE,DOGE/USDC,8,14
LINK,BNB,SOL,LINK/BNB,BNB/SOL,SOL/LINK,10,8
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,11,11
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,5,16
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,5,13
LINK,ETH,USDC,LINK/ETH,ETH/USDC,USDC/LINK,8,16
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,8,15
USDT,USDC,ADA,USDT/USDC,USDC/ADA,ADA/USDT,11,12
ADA,TON,LINK,ADA/TON,TON/LINK,LINK/ADA,10,17
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,5,17
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,5,10
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,8,9
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,12,11
DOGE,AVAX,USDT,DOGE/AVAX,AVAX/USDT,USDT/DOGE,6,15
ADA,LTC,DOT,ADA/LTC,LTC/DOT,DOT/ADA,7,17
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,10,9
BNB,XRP,DOGE,BNB/XRP,XRP/DOGE,DOGE/BNB,9,11
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,8,14
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,7,13
