base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,7,8
ADA,TRX,LTC,ADA/TRX,TRX/LTC,LTC/ADA,6,8
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,8,10
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,5,16
XRP,DOGE,DOT,XRP/DOGE,DOGE/DOT,DOT/XRP,12,14
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,8,13
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,11,14
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,9,17
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,12,16
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,11,16
ADA,DOGE,TON,ADA/DOGE,DOGE/TON,TON/ADA,5,16
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,12,13
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,6,13
XRP,ADA,TRX,XRP/ADA,ADA/TRX,TRX/XRP,10,15
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,10,13
XRP,ADA,TRX,XRP/ADA,ADA/TRX,TRX/XRP,11,11
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,8,11
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,6,15
SOL,TRX,AVAX,SOL/TRX,TRX/AVAX,AVAX/SOL,7,8
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,9,12
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,9,13
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,11,13
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,11,17
BNB,DOGE,TON,BNB/DOGE,DOGE/TON,TON/BNB,8,11
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,11,13
TON,AVAX,LINK,TON/AVAX,AVAX/LINK,LINK/TON,8,16
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,12,9
LTC,BTC,USDC,LTC/BTC,BTC/USDC,USDC/LTC,5,8
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,9,9
ETH,XRP,TON,ETH/XRP,XRP/TON,TON/ETH,8,10
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,9,13
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,6,9
USDC,DOGE,AVAX,USDC/DOGE,DOGE/AVAX,AVAX/USDC,5,10
TRX,DOT,LINK,TRX/DOT,DOT/LINK,LINK/TRX,10,16
LTC,BTC,BNB,LTC/BTC,BTC/BNB,BNB/LTC,11,17
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,6,17
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,6,13
ETH,XRP,TON,ETH/XRP,XRP/TON,TON/ETH,9,8
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,10,12
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,11,11
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,12,15
LTC,TON,LINK,LTC/TON,TON/LINK,LINK/LTC,11,15
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,10,16
TRX,AVAX,LINK,TRX/AVAX,AVAX/LINK,LINK/TRX,12,10
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,12,10
BNB,DOGE,LTC,BNB/DOGE,DOGE/LTC,LTC/BNB,10,17
BTC,ETH,USDC,BTC/ETH,ETH/USDC,USDC/BTC,11,10
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,12,16
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,10,13
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,12,10
