base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,8,8
ADA,TRX,AVAX,ADA/TRX,TRX/AVAX,AVAX/ADA,10,12
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,10,14
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,11,9
USDT,XRP,ADA,USDT/XRP,XRP/ADA,ADA/USDT,12,11
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,7,9
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,11,8
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,12,15
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,9,14
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,8,16
XRP,TON,DOT,XRP/TON,TON/DOT,DOT/XRP,9,16
DOGE,DOT,USDT,DOGE/DOT,DOT/USDT,USDT/DOGE,11,13
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,10,13
SOL,LTC,AVAX,SOL/LTC,LTC/AVAX,AVAX/SOL,6,16
LTC,BTC,BNB,LTC/BTC,BTC/BNB,BNB/LTC,5,12
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,5,13
AVAX,DOT,USDC,AVAX/DOT,DOT/USDC,USDC/AVAX,9,11
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,7,13
DOT,BTC,BNB,DOT/BTC,BTC/BNB,BNB/DOT,7,8
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,9,10
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,7,10
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,5,9
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,10,14
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,8,16
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,10,9
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,10,15
BNB,XRP,LTC,BNB/XRP,XRP/LTC,LTC/BNB,5,17
LINK,BNB,SOL,LINK/BNB,BNB/SOL,SOL/LINK,11,9
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,10,10
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,10,15
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,7,15
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,7,8
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,10,16
BNB,SOL,TRX,BNB/SOL,SOL/TRX,TRX/BNB,8,11
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,9,17
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,10,10
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,7,12
TRX,AVAX,BTC,TRX/AVAX,AVAX/BTC,BTC/TRX,12,10
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,9,11
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,11,12
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,11,16
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,10,14
BNB,XRP,TON,BNB/XRP,XRP/TON,TON/BNB,10,14
AVAX,USDT,ADA,AVAX/USDT,USDT/ADA,ADA/AVAX,12,16
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,7,9
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,10,9
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,5,12
SOL,ADA,TRX,SOL/ADA,ADA/TRX,TRX/SOL,7,8
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,10,9
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,7,14
