base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,12,14
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,10,17
TON,DOT,BTC,TON/DOT,DOT/BTC,BTC/TON,9,15
TRX,AVAX,LINK,TRX/AVAX,AVAX/LINK,LINK/TRX,9,11
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,7,12
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,12,9
BNB,ADA,LTC,BNB/ADA,ADA/LTC,LTC/BNB,8,13
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,5,15
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,9,8
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,9,8
ETH,XRP,LTC,ETH/XRP,XRP/LTC,LTC/ETH,8,15
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,10,8
USDC,ADA,AVAX,USDC/ADA,ADA/AVAX,AVAX/USDC,6,10
ETH,BNB,SOL,ETH/BNB,BNB/SOL,SOL/ETH,7,16
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,6,10
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,10,11
ETH,XRP,TON,ETH/XRP,XRP/TON,TON/ETH,6,8
DOT,ETH,XRP,DOT/ETH,ETH/XRP,XRP/DOT,11,10
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,11,10
TON,AVAX,ETH,TON/AVAX,AVAX/ETH,ETH/TON,8,13
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,12,12
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,9,9
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,9,10
BNB,XRP,DOGE,BNB/XRP,XRP/DOGE,DOGE/BNB,5,10
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,12,14
TRX,AVAX,LINK,TRX/AVAX,AVAX/LINK,LINK/TRX,6,10
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,9,9
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,7,12
SOL,ADA,TON,SOL/ADA,ADA/TON,TON/SOL,5,14
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,5,14
DOT,USDC,XRP,DOT/USDC,USDC/XRP,XRP/DOT,5,15
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,7,16
BNB,ADA,DOGE,BNB/ADA,ADA/DOGE,DOGE/BNB,10,15
LTC,AVAX,USDT,LTC/AVAX,AVAX/USDT,USDT/LTC,11,16
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,9,8
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,10,9
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,8,13
BTC,SOL,ADA,BTC/SOL,SOL/ADA,ADA/BTC,12,17
TON,AVAX,ETH,TON/AVAX,AVAX/ETH,ETH/TON,8,14
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,12,10
BNB,TRX,AVAX,BNB/TRX,TRX/AVAX,AVAX/BNB,8,10
TON,AVAX,USDT,TON/AVAX,AVAX/USDT,USDT/TON,10,13
BNB,ADA,LTC,BNB/ADA,ADA/LTC,LTC/BNB,8,15
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,12,8
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,10,16
DOGE,TON,AVAX,DOGE/TON,TON/AVAX,AVAX/DOGE,10,13
TON,BTC,USDT,TON/BTC,BTC/USDT,USDT/TON,6,17
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,10,10
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,6,17
BNB,SOL,XRP,BNB/SOL,SOL/XRP,XRP/BNB,5,12
