base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOT,USDT,ADA,DOT/USDT,USDT/ADA,ADA/DOT,10,9
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,6,17
XRP,TON,DOT,XRP/TON,TON/DOT,DOT/XRP,8,11
TON,BTC,USDT,TON/BTC,BTC/USDT,USDT/TON,5,16
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,6,13
USDT,BNB,DOGE,USDT/BNB,BNB/DOGE,DOGE/USDT,8,13
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,9,16
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,10,12
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,7,15
ADA,TON,LINK,ADA/TON,TON/LINK,LINK/ADA,10,12
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,5,13
DOT,USDT,SOL,DOT/USDT,USDT/SOL,SOL/DOT,8,8
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,7,15
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,8,17
BTC,ETH,SOL,BTC/ETH,ETH/SOL,SOL/BTC,10,13
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,6,8
TRX,TON,AVAX,TRX/TON,TON/AVAX,AVAX/TRX,11,17
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,7,14
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,12,12
USDC,BNB,TRX,USDC/BNB,BNB/TRX,TRX/USDC,11,16
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,11,14
XRP,TRX,TON,XRP/TRX,TRX/TON,TON/XRP,10,9
USDC,ADA,DOGE,USDC/ADA,ADA/DOGE,DOGE/USDC,11,9
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,9,11
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,9,13
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,7,11
USDT,XRP,TON,USDT/XRP,XRP/TON,TON/USDT,5,10
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,10,8
SOL,DOGE,LTC,SOL/DOGE,DOGE/LTC,LTC/SOL,10,15
XRP,TRX,TON,XRP/TRX,TRX/TON,TON/XRP,7,13
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,12,13
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,5,12
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,6,10
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,8,15
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,6,9
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,8,17
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,7,12
BNB,ADA,TON,BNB/ADA,ADA/TON,TON/BNB,11,13
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,7,14
TRX,DOT,LINK,TRX/DOT,DOT/LINK,LINK/TRX,12,12
BNB,ADA,TON,BNB/ADA,ADA/TON,TON/BNB,12,17
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,5,16
USDC,ADA,DOGE,USDC/ADA,ADA/DOGE,DOGE/USDC,7,14
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,10,11
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,11,12
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,7,16
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,11,13
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,7,17
LTC,BTC,USDC,LTC/BTC,BTC/USDC,USDC/LTC,8,12
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,12,8
