base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,9,10
LINK,BNB,SOL,LINK/BNB,BNB/SOL,SOL/LINK,5,15
USDT,USDC,DOGE,USDT/USDC,USDC/DOGE,DOGE/USDT,10,9
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,12,15
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,8,15
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,5,16
ADA,DOGE,TON,ADA/DOGE,DOGE/TON,TON/ADA,6,11
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,6,11
USDT,XRP,TON,USDT/XRP,XRP/TON,TON/USDT,6,16
TON,LINK,BTC,TON/LINK,LINK/BTC,BTC/TON,10,16
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,5,14
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,11,13
BNB,SOL,XRP,BNB/SOL,SOL/XRP,XRP/BNB,7,16
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,6,8
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,8,15
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,9,8
DOGE,TRX,TON,DOGE/TRX,TRX/TON,TON/DOGE,9,10
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,9,17
DOT,BTC,ETH,DOT/BTC,BTC/ETH,ETH/DOT,5,10
DOT,BTC,BNB,DOT/BTC,BTC/BNB,BNB/DOT,8,10
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,12,8
XRP,ADA,LTC,XRP/ADA,ADA/LTC,LTC/XRP,10,11
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,7,9
BNB,SOL,ADA,BNB/SOL,SOL/ADA,ADA/BNB,12,12
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,8,12
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,12,13
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,5,10
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,6,17
TON,BTC,USDT,TON/BTC,BTC/USDT,USDT/TON,12,16
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,8,13
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,6,16
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,10,9
BTC,USDT,ADA,BTC/USDT,USDT/ADA,ADA/BTC,10,10
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,6,17
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,12,12
BTC,ETH,USDC,BTC/ETH,ETH/USDC,USDC/BTC,7,17
BNB,XRP,TON,BNB/XRP,XRP/TON,TON/BNB,12,13
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,12,14
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,8,17
LINK,USDT,BNB,LINK/USDT,USDT/BNB,BNB/LINK,8,14
DOT,ETH,USDT,DOT/ETH,ETH/USDT,USDT/DOT,6,17
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,11,10
TRX,TON,ETH,TRX/TON,TON/ETH,ETH/TRX,8,16
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,6,11
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,9,17
LINK,BNB,DOGE,LINK/BNB,BNB/DOGE,DOGE/LINK,5,17
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,9,9
DOGE,TRX,LTC,DOGE/TRX,TRX/LTC,LTC/DOGE,10,9
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,11,12
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,7,16
