base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TON,AVAX,USDT,TON/AVAX,AVAX/USDT,USDT/TON,12,14
ADA,AVAX,USDT,ADA/AVAX,AVAX/USDT,USDT/ADA,7,10
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,10,15
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,12,13
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,12,15
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,8,16
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,7,12
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,12,10
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,6,10
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,10,9
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,7,11
ETH,XRP,DOGE,ETH/XRP,XRP/DOGE,DOGE/ETH,9,15
USDT,USDC,XRP,USDT/USDC,USDC/XRP,XRP/USDT,7,12
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,10,15
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,5,12
DOT,USDC,XRP,DOT/USDC,USDC/XRP,XRP/DOT,11,13
ETH,XRP,LTC,ETH/XRP,XRP/LTC,LTC/ETH,10,15
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,7,8
TON,ETH,SOL,TON/ETH,ETH/SOL,SOL/TON,10,15
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,9,8
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,11,13
TRX,TON,AVAX,TRX/TON,TON/AVAX,AVAX/TRX,12,16
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,12,16
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,8,15
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,9,11
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,8,15
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,12,16
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,10,14
AVAX,USDT,ADA,AVAX/USDT,USDT/ADA,ADA/AVAX,7,11
LINK,USDT,SOL,LINK/USDT,USDT/SOL,SOL/LINK,6,13
USDT,USDC,BNB,USDT/USDC,USDC/BNB,BNB/USDT,10,11
USDT,USDC,ADA,USDT/USDC,USDC/ADA,ADA/USDT,6,10
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,10,13
USDC,DOGE,LTC,USDC/DOGE,DOGE/LTC,LTC/USDC,12,17
ETH,USDC,BNB,ETH/USDC,USDC/BNB,BNB/ETH,9,13
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,12,11
XRP,TON,BTC,XRP/TON,TON/BTC,BTC/XRP,9,10
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,5,14
LTC,TON,AVAX,LTC/TON,TON/AVAX,AVAX/LTC,11,15
ADA,AVAX,USDT,ADA/AVAX,AVAX/USDT,USDT/ADA,5,9
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,6,15
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,5,14
ETH,USDT,SOL,ETH/USDT,USDT/SOL,SOL/ETH,11,9
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,5,8
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,7,13
SOL,ADA,DOGE,SOL/ADA,ADA/DOGE,DOGE/SOL,8,9
SOL,DOGE,DOT,SOL/DOGE,DOGE/DOT,DOT/SOL,5,12
ADA,TRX,AVAX,ADA/TRX,TRX/AVAX,AVAX/ADA,9,9
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,11,14
BTC,BNB,XRP,BTC/BNB,BNB/XRP,XRP/BTC,9,12
