base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ETH,XRP,TRX,ETH/XRP,XRP/TRX,TRX/ETH,7,10
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,6,17
TON,ETH,USDC,TON/ETH,ETH/USDC,USDC/TON,7,12
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,6,15
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,7,17
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,6,10
ETH,USDT,SOL,ETH/USDT,USDT/SOL,SOL/ETH,9,8
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,12,15
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,9,11
XRP,TON,DOT,XRP/TON,TON/DOT,DOT/XRP,10,9
USDT,BNB,ADA,USDT/BNB,BNB/ADA,ADA/USDT,12,15
LINK,BTC,SOL,LINK/BTC,BTC/SOL,SOL/LINK,6,16
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,11,8
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,8,8
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,5,9
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,9,16
TRX,AVAX,DOT,TRX/AVAX,AVAX/DOT,DOT/TRX,5,16
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,8,8
LTC,TON,BTC,LTC/TON,TON/BTC,BTC/LTC,10,15
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,12,11
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,5,15
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,12,10
DOT,BTC,ETH,DOT/BTC,BTC/ETH,ETH/DOT,12,10
XRP,LTC,LINK,XRP/LTC,LTC/LINK,LINK/XRP,6,11
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,6,16
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,8,16
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,9,11
SOL,TRX,AVAX,SOL/TRX,TRX/AVAX,AVAX/SOL,12,17
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,7,13
TRX,AVAX,LINK,TRX/AVAX,AVAX/LINK,LINK/TRX,8,9
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,7,11
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,12,12
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,11,9
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,5,10
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,8,14
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,12,12
TRX,AVAX,DOT,TRX/AVAX,AVAX/DOT,DOT/TRX,12,15
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,5,16
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,8,8
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,8,14
AVAX,BTC,BNB,AVAX/BTC,BTC/BNB,BNB/AVAX,7,16
LTC,DOT,USDT,LTC/DOT,DOT/USDT,USDT/LTC,5,9
AVAX,BTC,USDC,AVAX/BTC,BTC/USDC,USDC/AVAX,8,10
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,7,12
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,6,17
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,8,8
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,9,14
ETH,XRP,LTC,ETH/XRP,XRP/LTC,LTC/ETH,11,11
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,9,17
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,5,14
