base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,7,11
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,9,8
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,7,17
ADA,TON,LINK,ADA/TON,TON/LINK,LINK/ADA,11,15
BTC,SOL,XRP,BTC/SOL,SOL/XRP,XRP/BTC,9,11
TON,AVAX,USDT,TON/AVAX,AVAX/USDT,USDT/TON,6,15
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,9,9
BTC,SOL,ADA,BTC/SOL,SOL/ADA,ADA/BTC,7,13
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,11,11
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,12,14
TON,BTC,USDT,TON/BTC,BTC/USDT,USDT/TON,12,12
TRX,LTC,TON,TRX/LTC,LTC/TON,TON/TRX,11,8
ETH,BNB,SOL,ETH/BNB,BNB/SOL,SOL/ETH,8,17
LINK,USDC,XRP,LINK/USDC,USDC/XRP,XRP/LINK,7,17
XRP,ADA,DOGE,XRP/ADA,ADA/DOGE,DOGE/XRP,10,14
LINK,BNB,SOL,LINK/BNB,BNB/SOL,SOL/LINK,12,17
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,5,9
DOGE,TRX,TON,DOGE/TRX,TRX/TON,TON/DOGE,7,16
USDT,XRP,LTC,USDT/XRP,XRP/LTC,LTC/USDT,10,11
AVAX,USDT,BNB,AVAX/USDT,USDT/BNB,BNB/AVAX,11,15
LTC,TON,BTC,LTC/TON,TON/BTC,BTC/LTC,11,11
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,8,14
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,6,16
DOGE,DOT,LINK,DOGE/DOT,DOT/LINK,LINK/DOGE,8,16
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,5,15
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,10,11
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,6,14
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,7,8
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,10,17
XRP,DOGE,TRX,XRP/DOGE,DOGE/TRX,TRX/XRP,8,14
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,8,10
DOT,ETH,XRP,DOT/ETH,ETH/XRP,XRP/DOT,12,13
BNB,TRX,DOT,BNB/TRX,TRX/DOT,DOT/BNB,8,10
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,10,8
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,5,16
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,6,12
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,12,11
BNB,XRP,DOGE,BNB/XRP,XRP/DOGE,DOGE/BNB,10,17
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,10,8
BNB,SOL,TRX,BNB/SOL,SOL/TRX,TRX/BNB,5,14
TON,DOT,USDC,TON/DOT,DOT/USDC,USDC/TON,12,15
XRP,TON,AVAX,XRP/TON,TON/AVAX,AVAX/XRP,7,11
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,12,8
ETH,USDC,DOGE,ETH/USDC,USDC/DOGE,DOGE/ETH,12,9
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,9,10
SOL,TRX,LTC,SOL/TRX,TRX/LTC,LTC/SOL,11,10
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,9,17
BTC,USDC,XRP,BTC/USDC,USDC/XRP,XRP/BTC,5,15
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,6,17
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,6,16
