base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,11,12
TON,ETH,BNB,TON/ETH,ETH/BNB,BNB/TON,6,15
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,9,15
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,9,15
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,5,10
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,8,16
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,8,11
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,7,13
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,5,16
ETH,BNB,XRP,ETH/BNB,BNB/XRP,XRP/ETH,9,14
ETH,USDC,ADA,ETH/USDC,USDC/ADA,ADA/ETH,5,11
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,11,12
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,5,12
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,11,14
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,5,9
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,8,14
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,11,9
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,11,15
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,6,14
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,6,9
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,7,12
TON,LINK,BNB,TON/LINK,LINK/BNB,BNB/TON,10,11
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,7,9
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,10,12
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,5,17
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,12,13
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,8,12
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,9,15
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,8,13
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,9,8
BNB,TRX,LTC,BNB/TRX,TRX/LTC,LTC/BNB,9,15
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,12,17
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,11,12
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,5,15
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,5,14
BNB,TRX,DOT,BNB/TRX,TRX/DOT,DOT/BNB,11,17
BNB,SOL,ADA,BNB/SOL,SOL/ADA,ADA/BNB,7,11
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,8,11
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,11,14
TON,DOT,BTC,TON/DOT,DOT/BTC,BTC/TON,10,15
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,12,8
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,5,10
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,8,11
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,12,10
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,8,12
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,12,15
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,6,12
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,10,16
LTC,AVAX,USDT,LTC/AVAX,AVAX/USDT,USDT/LTC,9,12
ETH,SOL,TRX,ETH/SOL,SOL/TRX,TRX/ETH,6,8
