base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LTC,TON,LINK,LTC/TON,TON/LINK,LINK/LTC,11,17
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,8,8
BNB,TRX,AVAX,BNB/TRX,TRX/AVAX,AVAX/BNB,12,11
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,10,16
TRX,AVAX,BTC,TRX/AVAX,AVAX/BTC,BTC/TRX,10,9
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,10,8
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,10,9
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,8,17
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,9,14
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,10,17
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,11,13
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,11,13
TRX,TON,AVAX,TRX/TON,TON/AVAX,AVAX/TRX,8,11
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,5,17
ADA,TRX,LTC,ADA/TRX,TRX/LTC,LTC/ADA,8,12
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,12,10
ADA,TON,BTC,ADA/TON,TON/BTC,BTC/ADA,5,13
AVAX,BTC,BNB,AVAX/BTC,BTC/BNB,BNB/AVAX,12,14
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,12,8
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,9,11
BNB,SOL,TRX,BNB/SOL,SOL/TRX,TRX/BNB,5,10
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,11,11
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,10,12
TON,ETH,SOL,TON/ETH,ETH/SOL,SOL/TON,5,10
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,12,12
DOGE,TON,LINK,DOGE/TON,TON/LINK,LINK/DOGE,10,10
TON,AVAX,LINK,TON/AVAX,AVAX/LINK,LINK/TON,9,9
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,11,9
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,11,15
LINK,BNB,ADA,LINK/BNB,BNB/ADA,ADA/LINK,5,15
BTC,ETH,SOL,BTC/ETH,ETH/SOL,SOL/BTC,11,8
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,9,15
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,5,17
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,12,16
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,9,16
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,5,17
USDT,USDC,XRP,USDT/USDC,USDC/XRP,XRP/USDT,8,15
DOGE,TON,LINK,DOGE/TON,TON/LINK,LINK/DOGE,10,9
AVAX,USDT,USDC,AVAX/USDT,USDT/USDC,USDC/AVAX,7,14
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,9,14
BTC,USDC,SOL,BTC/USDC,USDC/SOL,SOL/BTC,11,12
ETH,BNB,XRP,ETH/BNB,BNB/XRP,XRP/ETH,7,16
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,7,14
LTC,DOT,USDT,LTC/DOT,DOT/USDT,USDT/LTC,6,16
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,5,13
DOT,LINK,ETH,DOT/LINK,LINK/ETH,ETH/DOT,5,15
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,6,8
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,10,8
ETH,BNB,XRP,ETH/BNB,BNB/XRP,XRP/ETH,8,13
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,11,15
