base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,8,10
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,12,11
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,8,9
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,6,16
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,7,9
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,6,12
ADA,TRX,AVAX,ADA/TRX,TRX/AVAX,AVAX/ADA,7,14
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,12,13
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,8,15
AVAX,BTC,USDC,AVAX/BTC,BTC/USDC,USDC/AVAX,6,13
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,5,14
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,7,15
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,11,8
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,6,9
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,11,14
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,7,12
ETH,USDT,SOL,ETH/USDT,USDT/SOL,SOL/ETH,7,17
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,11,13
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,7,8
ETH,USDT,SOL,ETH/USDT,USDT/SOL,SOL/ETH,12,10
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,10,13
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,8,17
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,11,14
TON,DOT,USDC,TON/DOT,DOT/USDC,USDC/TON,9,17
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,10,12
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,9,9
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,7,10
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,11,14
BTC,ETH,USDC,BTC/ETH,ETH/USDC,USDC/BTC,8,8
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,7,10
DOGE,TRX,TON,DOGE/TRX,TRX/TON,TON/DOGE,8,15
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,8,17
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,8,14
TON,ETH,USDC,TON/ETH,ETH/USDC,USDC/TON,7,16
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,6,8
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,8,17
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,10,9
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,9,15
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,7,10
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,5,11
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,6,11
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,10,8
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,7,8
SOL,TRX,LTC,SOL/TRX,TRX/LTC,LTC/SOL,10,9
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,9,15
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,9,8
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,10,17
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,5,12
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,11,12
ADA,TRX,LTC,ADA/TRX,TRX/LTC,LTC/ADA,10,15
