base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
USDT,XRP,ADA,USDT/XRP,XRP/ADA,ADA/USDT,6,11
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,8,14
USDC,ADA,DOGE,USDC/ADA,ADA/DOGE,DOGE/USDC,10,15
DOGE,DOT,USDT,DOGE/DOT,DOT/USDT,USDT/DOGE,5,14
USDT,BNB,DOGE,USDT/BNB,BNB/DOGE,DOGE/USDT,9,16
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,6,11
TRX,LTC,AVAX,TRX/LTC,LTC/AVAX,AVAX/TRX,9,12
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,10,11
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,8,14
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,6,8
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,12,14
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,9,12
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,9,9
SOL,XRP,DOGE,SOL/XRP,XRP/DOGE,DOGE/SOL,8,8
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,10,13
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,10,13
BTC,ETH,SOL,BTC/ETH,ETH/SOL,SOL/BTC,11,17
DOT,ETH,USDC,DOT/ETH,ETH/USDC,USDC/DOT,8,14
DOGE,DOT,LINK,DOGE/DOT,DOT/LINK,LINK/DOGE,12,14
USDT,USDC,BNB,USDT/USDC,USDC/BNB,BNB/USDT,7,12
ETH,USDC,DOGE,ETH/USDC,USDC/DOGE,DOGE/ETH,11,10
BNB,SOL,XRP,BNB/SOL,SOL/XRP,XRP/BNB,7,12
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,5,8
BTC,SOL,ADA,BTC/SOL,SOL/ADA,ADA/BTC,10,14
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,5,10
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,6,9
AVAX,ETH,USDC,AVAX/ETH,ETH/USDC,USDC/AVAX,7,14
TRX,LINK,USDT,TRX/LINK,LINK/USDT,USDT/TRX,9,12
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,11,12
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,6,9
ETH,USDC,ADA,ETH/USDC,USDC/ADA,ADA/ETH,6,8
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,10,11
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,7,16
USDC,BNB,TRX,USDC/BNB,BNB/TRX,TRX/USDC,9,14
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,6,17
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,12,16
SOL,TRX,AVAX,SOL/TRX,TRX/AVAX,AVAX/SOL,9,15
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,6,11
TON,AVAX,LINK,TON/AVAX,AVAX/LINK,LINK/TON,12,8
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,11,12
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,8,12
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,7,16
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,6,12
BTC,BNB,XRP,BTC/BNB,BNB/XRP,XRP/BTC,10,10
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,8,12
ETH,BNB,XRP,ETH/BNB,BNB/XRP,XRP/ETH,11,8
ETH,BNB,SOL,ETH/BNB,BNB/SOL,SOL/ETH,9,16
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,7,13
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,9,15
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,12,15
