base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,7,16
ETH,XRP,TRX,ETH/XRP,XRP/TRX,TRX/ETH,9,8
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,10,17
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,7,10
TON,LINK,BNB,TON/LINK,LINK/BNB,BNB/TON,5,10
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,12,16
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,6,10
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,5,12
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,10,10
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,11,12
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,8,15
DOGE,AVAX,USDT,DOGE/AVAX,AVAX/USDT,USDT/DOGE,9,17
BTC,USDT,USDC,BTC/USDT,USDT/USDC,USDC/BTC,12,15
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,6,17
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,10,14
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,8,9
USDT,BNB,ADA,USDT/BNB,BNB/ADA,ADA/USDT,11,10
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,6,15
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,12,16
USDT,USDC,XRP,USDT/USDC,USDC/XRP,XRP/USDT,12,15
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,10,15
LINK,BTC,SOL,LINK/BTC,BTC/SOL,SOL/LINK,11,16
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,12,13
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,11,14
DOT,USDT,SOL,DOT/USDT,USDT/SOL,SOL/DOT,9,15
XRP,ADA,LTC,XRP/ADA,ADA/LTC,LTC/XRP,5,15
TON,BTC,SOL,TON/BTC,BTC/SOL,SOL/TON,9,8
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,12,16
AVAX,LINK,USDT,AVAX/LINK,LINK/USDT,USDT/AVAX,8,12
USDT,XRP,TRX,USDT/XRP,XRP/TRX,TRX/USDT,12,9
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,10,13
XRP,ADA,LTC,XRP/ADA,ADA/LTC,LTC/XRP,9,14
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,12,8
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,7,14
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,9,9
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,12,14
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,10,13
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,5,15
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,7,17
LINK,BNB,XRP,LINK/BNB,BNB/XRP,XRP/LINK,10,13
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,12,12
ADA,DOGE,LTC,ADA/DOGE,DOGE/LTC,LTC/ADA,6,9
LTC,AVAX,USDT,LTC/AVAX,AVAX/USDT,USDT/LTC,7,16
AVAX,BTC,BNB,AVAX/BTC,BTC/BNB,BNB/AVAX,9,16
BNB,DOGE,TON,BNB/DOGE,DOGE/TON,TON/BNB,7,15
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,7,15
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,11,9
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,9,13
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,9,15
BTC,USDT,ADA,BTC/USDT,USDT/ADA,ADA/BTC,8,9
