base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
SOL,LTC,AVAX,SOL/LTC,LTC/AVAX,AVAX/SOL,10,14
USDT,SOL,LTC,USDT/SOL,SOL/LTC,LTC/USDT,5,10
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,12,16
BTC,ETH,USDC,BTC/ETH,ETH/USDC,USDC/BTC,6,9
DOGE,TRX,TON,DOGE/TRX,TRX/TON,TON/DOGE,7,11
BNB,TRX,LINK,BNB/TRX,TRX/LINK,LINK/BNB,8,10
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,8,8
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,11,10
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,11,11
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,9,12
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,10,13
XRP,TON,AVAX,XRP/TON,TON/AVAX,AVAX/XRP,6,16
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,9,15
ADA,DOGE,DOT,ADA/DOGE,DOGE/DOT,DOT/ADA,10,12
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,9,17
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,6,11
DOGE,AVAX,USDT,DOGE/AVAX,AVAX/USDT,USDT/DOGE,6,8
LTC,AVAX,DOT,LTC/AVAX,AVAX/DOT,DOT/LTC,12,10
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,7,14
AVAX,USDT,BNB,AVAX/USDT,USDT/BNB,BNB/AVAX,10,16
LTC,BTC,BNB,LTC/BTC,BTC/BNB,BNB/LTC,5,11
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,10,15
LTC,BTC,USDT,LTC/BTC,BTC/USDT,USDT/LTC,8,14
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,8,10
LINK,BNB,DOGE,LINK/BNB,BNB/DOGE,DOGE/LINK,12,10
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,10,10
TRX,AVAX,DOT,TRX/AVAX,AVAX/DOT,DOT/TRX,11,16
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,12,12
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,9,11
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,11,10
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,11,14
SOL,TRX,LTC,SOL/TRX,TRX/LTC,LTC/SOL,5,13
BTC,SOL,TRX,BTC/SOL,SOL/TRX,TRX/BTC,10,8
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,5,17
ETH,XRP,TRX,ETH/XRP,XRP/TRX,TRX/ETH,10,11
XRP,LTC,LINK,XRP/LTC,LTC/LINK,LINK/XRP,7,16
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,7,13
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,12,11
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,11,10
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,8,11
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,9,10
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,10,14
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,12,15
BNB,ADA,DOGE,BNB/ADA,ADA/DOGE,DOGE/BNB,12,14
BTC,USDC,DOGE,BTC/USDC,USDC/DOGE,DOGE/BTC,8,15
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,8,10
SOL,TRX,DOT,SOL/TRX,TRX/DOT,DOT/SOL,6,9
SOL,ADA,TON,SOL/ADA,ADA/TON,TON/SOL,8,12
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,6,16
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,11,17
