base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ETH,SOL,LTC,ETH/SOL,SOL/LTC,LTC/ETH,11,8
SOL,XRP,ADA,SOL/XRP,XRP/ADA,ADA/SOL,6,14
ADA,LTC,DOT,ADA/LTC,LTC/DOT,DOT/ADA,11,17
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,8,13
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,10,15
DOGE,AVAX,DOT,DOGE/AVAX,AVAX/DOT,DOT/DOGE,5,16
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,6,10
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,10,16
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,9,17
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,11,8
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,5,14
BNB,ADA,DOGE,BNB/ADA,ADA/DOGE,DOGE/BNB,6,11
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,7,10
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,10,12
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,5,16
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,12,15
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,10,11
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,6,14
LTC,TON,LINK,LTC/TON,TON/LINK,LINK/LTC,8,10
XRP,DOGE,TRX,XRP/DOGE,DOGE/TRX,TRX/XRP,6,16
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,12,10
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,7,8
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,5,11
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,6,13
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,7,17
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,9,9
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,6,17
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,12,8
USDT,XRP,LTC,USDT/XRP,XRP/LTC,LTC/USDT,6,12
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,5,11
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,11,12
XRP,TON,ETH,XRP/TON,TON/ETH,ETH/XRP,12,11
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,7,15
TON,AVAX,DOT,TON/AVAX,AVAX/DOT,DOT/TON,12,9
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,10,12
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,10,14
XRP,TON,ETH,XRP/TON,TON/ETH,ETH/XRP,10,13
ETH,XRP,LTC,ETH/XRP,XRP/LTC,LTC/ETH,7,12
LINK,ETH,USDT,LINK/ETH,ETH/USDT,USDT/LINK,12,12
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,5,11
ETH,USDT,SOL,ETH/USDT,USDT/SOL,SOL/ETH,12,17
TRX,LINK,BNB,TRX/LINK,LINK/BNB,BNB/TRX,7,16
TRX,DOT,LINK,TRX/DOT,DOT/LINK,LINK/TRX,6,11
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,5,16
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,9,17
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,6,17
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,5,10
TON,BTC,USDT,TON/BTC,BTC/USDT,USDT/TON,5,9
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,11,16
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,11,17
