base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,5,13
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,11,9
BNB,TRX,AVAX,BNB/TRX,TRX/AVAX,AVAX/BNB,6,15
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,11,11
SOL,XRP,DOGE,SOL/XRP,XRP/DOGE,DOGE/SOL,10,11
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,7,12
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,10,17
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,12,17
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,6,10
USDC,BNB,ADA,USDC/BNB,BNB/ADA,ADA/USDC,11,9
BNB,TRX,AVAX,BNB/TRX,TRX/AVAX,AVAX/BNB,8,8
ETH,USDC,DOGE,ETH/USDC,USDC/DOGE,DOGE/ETH,5,15
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,10,17
BNB,TRX,DOT,BNB/TRX,TRX/DOT,DOT/BNB,10,8
BTC,USDC,SOL,BTC/USDC,USDC/SOL,SOL/BTC,11,10
BTC,USDC,DOGE,BTC/USDC,USDC/DOGE,DOGE/BTC,5,14
DOT,BTC,BNB,DOT/BTC,BTC/BNB,BNB/DOT,5,11
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,8,17
LTC,DOT,USDT,LTC/DOT,DOT/USDT,USDT/LTC,9,15
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,6,11
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,8,9
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,5,14
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,11,12
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,6,12
LTC,DOT,USDT,LTC/DOT,DOT/USDT,USDT/LTC,6,8
TRX,AVAX,BTC,TRX/AVAX,AVAX/BTC,BTC/TRX,6,11
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,5,10
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,9,13
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,7,12
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,6,13
XRP,TRX,LTC,XRP/TRX,TRX/LTC,LTC/XRP,12,15
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,11,17
TON,BTC,SOL,TON/BTC,BTC/SOL,SOL/TON,9,9
LTC,TON,DOT,LTC/TON,TON/DOT,DOT/LTC,8,11
BTC,SOL,DOGE,BTC/SOL,SOL/DOGE,DOGE/BTC,12,17
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,7,17
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,5,12
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,10,13
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,5,12
LINK,USDT,USDC,LINK/USDT,USDT/USDC,USDC/LINK,9,16
DOT,USDC,XRP,DOT/USDC,USDC/XRP,XRP/DOT,11,15
LTC,TON,ETH,LTC/TON,TON/ETH,ETH/LTC,9,11
LINK,ETH,USDC,LINK/ETH,ETH/USDC,USDC/LINK,9,14
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,11,16
XRP,DOGE,DOT,XRP/DOGE,DOGE/DOT,DOT/XRP,6,12
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,7,11
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,6,13
ETH,USDC,DOGE,ETH/USDC,USDC/DOGE,DOGE/ETH,10,11
ADA,DOGE,DOT,ADA/DOGE,DOGE/DOT,DOT/ADA,6,15
XRP,TRX,LTC,XRP/TRX,TRX/LTC,LTC/XRP,5,11
