base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,10,13
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,9,15
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,8,8
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,11,13
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,7,17
LTC,BTC,USDT,LTC/BTC,BTC/USDT,USDT/LTC,6,11
USDC,XRP,DOGE,USDC/XRP,XRP/DOGE,DOGE/USDC,6,11
AVAX,ETH,USDC,AVAX/ETH,ETH/USDC,USDC/AVAX,12,11
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,12,11
ETH,USDC,ADA,ETH/USDC,USDC/ADA,ADA/ETH,7,12
USDC,ADA,AVAX,USDC/ADA,ADA/AVAX,AVAX/USDC,11,11
DOT,ETH,USDC,DOT/ETH,ETH/USDC,USDC/DOT,7,11
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,9,13
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,10,10
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,7,9
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,11,11
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,12,11
ETH,USDT,BNB,ETH/USDT,USDT/BNB,BNB/ETH,9,8
LINK,USDT,USDC,LINK/USDT,USDT/USDC,USDC/LINK,5,8
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,8,13
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,9,11
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,7,17
TON,BTC,SOL,TON/BTC,BTC/SOL,SOL/TON,12,9
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,12,13
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,7,8
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,8,11
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,7,12
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,8,15
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,9,10
AVAX,LINK,BNB,AVAX/LINK,LINK/BNB,BNB/AVAX,11,8
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,7,14
XRP,TON,AVAX,XRP/TON,TON/AVAX,AVAX/XRP,8,17
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,9,15
AVAX,ETH,USDC,AVAX/ETH,ETH/USDC,USDC/AVAX,7,15
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,6,9
XRP,ADA,LTC,XRP/ADA,ADA/LTC,LTC/XRP,12,8
TON,AVAX,ETH,TON/AVAX,AVAX/ETH,ETH/TON,12,14
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,7,13
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,12,9
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,10,15
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,6,12
XRP,TON,DOT,XRP/TON,TON/DOT,DOT/XRP,6,14
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,5,16
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,9,16
ADA,LTC,TON,ADA/LTC,LTC/TON,TON/ADA,5,10
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,8,16
LTC,BTC,ETH,LTC/BTC,BTC/ETH,ETH/LTC,9,14
AVAX,LINK,BNB,AVAX/LINK,LINK/BNB,BNB/AVAX,12,8
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,6,17
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,7,15
