base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LINK,USDT,ADA,LINK/USDT,USDT/ADA,ADA/LINK,11,15
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,7,15
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,9,17
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,7,12
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,6,17
LINK,BTC,USDT,LINK/BTC,BTC/USDT,USDT/LINK,11,11
DOT,USDC,XRP,DOT/USDC,USDC/XRP,XRP/DOT,9,8
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,7,10
ADA,LTC,TON,ADA/LTC,LTC/TON,TON/ADA,10,9
DOGE,DOT,LINK,DOGE/DOT,DOT/LINK,LINK/DOGE,9,8
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,12,8
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,8,11
ADA,TON,ETH,ADA/TON,TON/ETH,ETH/ADA,5,14
ADA,AVAX,USDT,ADA/AVAX,AVAX/USDT,USDT/ADA,8,14
ETH,USDT,BNB,ETH/USDT,USDT/BNB,BNB/ETH,5,9
ETH,SOL,ADA,ETH/SOL,SOL/ADA,ADA/ETH,7,11
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,6,8
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,5,8
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,6,11
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,9,12
USDT,USDC,DOGE,USDT/USDC,USDC/DOGE,DOGE/USDT,6,8
USDT,USDC,DOGE,USDT/USDC,USDC/DOGE,DOGE/USDT,10,15
DOT,BTC,ETH,DOT/BTC,BTC/ETH,ETH/DOT,6,9
LTC,TON,DOT,LTC/TON,TON/DOT,DOT/LTC,11,14
BTC,ETH,USDC,BTC/ETH,ETH/USDC,USDC/BTC,6,8
DOT,USDC,SOL,DOT/USDC,USDC/SOL,SOL/DOT,6,12
ETH,XRP,TON,ETH/XRP,XRP/TON,TON/ETH,5,13
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,9,9
SOL,TRX,LINK,SOL/TRX,TRX/LINK,LINK/SOL,8,14
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,9,8
TON,BTC,SOL,TON/BTC,BTC/SOL,SOL/TON,9,13
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,7,11
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,5,16
DOGE,LTC,DOT,DOGE/LTC,LTC/DOT,DOT/DOGE,5,13
TRX,AVAX,LINK,TRX/AVAX,AVAX/LINK,LINK/TRX,12,11
SOL,DOGE,LTC,SOL/DOGE,DOGE/LTC,LTC/SOL,10,14
USDC,BNB,ADA,USDC/BNB,BNB/ADA,ADA/USDC,9,14
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,11,10
BNB,ADA,DOGE,BNB/ADA,ADA/DOGE,DOGE/BNB,11,13
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,12,17
BTC,BNB,XRP,BTC/BNB,BNB/XRP,XRP/BTC,9,10
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,11,12
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,8,16
BNB,TRX,DOT,BNB/TRX,TRX/DOT,DOT/BNB,10,17
BNB,SOL,ADA,BNB/SOL,SOL/ADA,ADA/BNB,8,15
XRP,TON,DOT,XRP/TON,TON/DOT,DOT/XRP,10,15
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,10,17
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,7,17
SOL,XRP,LTC,SOL/XRP,XRP/LTC,LTC/SOL,5,16
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,9,14
